,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
1945,,DCA,Department of Consumer Affairs,1020700004,MANHATTAN,,,NEW YORK,2020-03-20T10:05:58.000,09 MANHATTAN,Consumer Complaint,2020-03-19T12:10:40.000,HAMILTON PLACE,BROADWAY,Bodega/Deli/Supermarket,,,543 WEST  138 STREET,10031,HAMILTON PLACE,BROADWAY,WEST  138 STREET,40.82175182005341,"{'type': 'Point', 'coordinates': [-73.95301950345193, 40.82175182005341]}",,,,,,-73.95301950345193,PHONE,MANHATTAN,Unspecified,2020-03-20T14:06:17.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,WEST  138 STREET,,,45860382,,997253,238667
1946,,NYPD,New York City Police Department,4125400098,QUEENS,,,JAMAICA,2020-03-19T18:10:49.000,12 QUEENS,Abandoned Vehicle,2020-03-19T12:10:55.000,178 STREET,178 PLACE,With License Plate,,,178-18 130 AVENUE,11434,178 STREET,178 PLACE,130 AVENUE,40.680060030652655,"{'type': 'Point', 'coordinates': [-73.76371433963187, 40.680060030652655]}",,,,Street/Sidewalk,,-73.76371433963187,MOBILE,QUEENS,Unspecified,2020-03-19T22:10:52.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,130 AVENUE,,,45858837,,1049787,187129
1947,,NYPD,New York City Police Department,4094670029,QUEENS,,,SOUTH RICHMOND HILL,2020-03-20T04:51:39.000,09 QUEENS,Blocked Driveway,2020-03-19T12:10:59.000,126 STREET,127 STREET,No Access,,,126-03 97 AVENUE,11419,126 STREET,127 STREET,97 AVENUE,40.69291761406204,"{'type': 'Point', 'coordinates': [-73.82050418762272, 40.69291761406204]}",,,,Street/Sidewalk,,-73.82050418762272,PHONE,QUEENS,Unspecified,2020-03-20T08:51:42.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,97 AVENUE,,,45858038,,1034026,191776
1948,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Jamaica,2020-03-17T12:11:00.000,12 QUEENS,Street Light Condition,2020-03-19T12:11:00.000,,,Street Light Out,,,,11435,LIBERTY AVENUE,PINE GROVE STREET,,40.69256406897557,"{'type': 'Point', 'coordinates': [-73.80890084516327, 40.69256406897557]}",,,,,,-73.80890084516327,UNKNOWN,QUEENS,Unspecified,2020-03-17T12:11:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,,45857796,,1037244,191654
1949,ADDRESS,HPD,Department of Housing Preservation and Development,3016820071,BROOKLYN,,,BROOKLYN,,03 BROOKLYN,SAFETY,2020-03-19T12:11:05.000,,,CARBON MONOXIDE DETECTOR,,,235 BAINBRIDGE STREET,11233,,,,40.681377745466044,"{'type': 'Point', 'coordinates': [-73.92755578724903, 40.681377745466044]}",,,,RESIDENTIAL BUILDING,,-73.92755578724903,PHONE,BROOKLYN,Unspecified,2020-03-19T00:00:00.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",,Open,BAINBRIDGE STREET,,,45857572,,1004343,187529
1950,ADDRESS,DHS,Department of Homeless Services,1000020001,MANHATTAN,,,NEW YORK,2020-03-19T18:08:53.000,01 MANHATTAN,Homeless Person Assistance,2020-03-19T12:11:08.000,WHITEHALL STREET,BROAD STREET,,,,4 SOUTH STREET,10004,WHITEHALL STREET,BROAD STREET,SOUTH STREET,40.701694786940216,"{'type': 'Point', 'coordinates': [-74.0116311034501, 40.701694786940216]}",,,,N/A,,-74.0116311034501,PHONE,MANHATTAN,Battery Park City,2020-03-19T18:08:53.000,The mobile outreach response team went to the location provided but could not find the individual that you reported.,,Closed,SOUTH STREET,,,45859549,,981025,194923
1951,ADDRESS,DOB,Department of Buildings,3003560048,BROOKLYN,,,BROOKLYN,2020-03-20T00:00:00.000,06 BROOKLYN,General Construction/Plumbing,2020-03-19T12:11:14.000,,,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,N/A,77 1 PLACE,11231,,,,40.680659446101195,"{'type': 'Point', 'coordinates': [-73.99808552937617, 40.680659446101195]}",,,,,,-73.99808552937617,UNKNOWN,BROOKLYN,Unspecified,2020-03-20T00:00:00.000,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,1 PLACE,,,45857474,,984781,187259
1952,ADDRESS,DOB,Department of Buildings,2024550053,BRONX,,,BRONX,2020-03-20T00:00:00.000,04 BRONX,General Construction/Plumbing,2020-03-19T12:11:15.000,,,Building Permit - None,,,215 EAST  164 STREET,10456,,,,40.82958024606941,"{'type': 'Point', 'coordinates': [-73.9192279709122, 40.82958024606941]}",,,,,,-73.9192279709122,UNKNOWN,BRONX,Unspecified,2020-03-20T00:00:00.000,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,,Assigned,EAST  164 STREET,,,45858313,,1006603,241526
1953,,NYPD,New York City Police Department,,MANHATTAN,,,,2020-03-19T12:37:54.000,05 MANHATTAN,Noise - Vehicle,2020-03-19T12:11:19.000,EAST   33 STREET,PARK AVENUE,Engine Idling,,,EAST   33 STREET,10016,EAST   33 STREET,PARK AVENUE,,40.74641702125799,"{'type': 'Point', 'coordinates': [-73.98183247136635, 40.74641702125799]}",,,,Street/Sidewalk,,-73.98183247136635,MOBILE,MANHATTAN,Unspecified,2020-03-19T16:38:00.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST   33 STREET,,,45862473,,989284,211217
1954,ADDRESS,DOT,Department of Transportation,4014170009,QUEENS,,,East Elmhurst,2020-03-20T07:25:00.000,03 QUEENS,Street Condition,2020-03-19T12:11:22.000,32 AVENUE,NORTHERN BOULEVARD,Pothole,,,32-08 88 STREET,11369,,,,40.75782636216323,"{'type': 'Point', 'coordinates': [-73.88010766621522, 40.75782636216323]}",,,,,,-73.88010766621522,UNKNOWN,QUEENS,Unspecified,2020-03-20T07:25:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,88 STREET,,,45863068,,1017465,215396
1955,ADDRESS,DSNY,Manhattan 02,1005450022,MANHATTAN,,,NEW YORK,2020-03-19T12:12:00.000,02 MANHATTAN,Missed Collection (All Materials),2020-03-19T12:12:00.000,WAVERLY PLACE,ASTOR PLACE,1 Missed Collection,,DSNY Garage,736 BROADWAY,10003,,,,40.72976583457164,"{'type': 'Point', 'coordinates': [-73.9930905594546, 40.72976583457164]}",,,,Sidewalk,,-73.9930905594546,PHONE,MANHATTAN,Unspecified,2020-03-19T12:12:00.000,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,,Closed,BROADWAY,,,45863285,,986165,205150
1956,ADDRESS,DSNY,A - Brooklyn,3017670049,BROOKLYN,,,BROOKLYN,2020-03-20T12:00:00.000,03 BROOKLYN,Dirty Conditions,2020-03-19T12:12:00.000,MARCY AVENUE,TOMPKINS AVENUE,E3A Dirty Area/Alleyway,,N/A,123 HART STREET,11206,,,,40.69341580093707,"{'type': 'Point', 'coordinates': [-73.94671632416234, 40.69341580093707]}",,,,Lot,,-73.94671632416234,ONLINE,BROOKLYN,Unspecified,2020-03-20T12:00:00.000,The Department of Sanitation investigated this complaint and found no violation at the location.,,Closed,HART STREET,,,45861010,,999026,191911
1957,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Springfield Gardens,2020-03-17T12:12:00.000,13 QUEENS,Street Light Condition,2020-03-19T12:12:00.000,,,Street Light Out,,,,11413,LANSING AVENUE,231 STREET,,40.66352636991873,"{'type': 'Point', 'coordinates': [-73.74611448986012, 40.66352636991873]}",,,,,,-73.74611448986012,UNKNOWN,QUEENS,Unspecified,2020-03-17T12:12:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,,45863462,,1054686,181119
1958,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Whitestone,2020-03-17T12:12:00.000,07 QUEENS,Street Light Condition,2020-03-19T12:12:00.000,,,Street Light Out,,,,11357,CLINTONVILLE STREET,163 STREET,,40.77713006409701,"{'type': 'Point', 'coordinates': [-73.80076530408529, 40.77713006409701]}",,,,,,-73.80076530408529,UNKNOWN,QUEENS,Unspecified,2020-03-17T12:12:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,,45859473,,1039430,222469
1959,ADDRESS,HPD,Department of Housing Preservation and Development,2031510017,BRONX,,,BRONX,2020-03-21T16:30:22.000,05 BRONX,HEAT/HOT WATER,2020-03-19T12:12:07.000,,,ENTIRE BUILDING,,,2342 RYER AVENUE,10458,,,,40.85812816581817,"{'type': 'Point', 'coordinates': [-73.8986310182593, 40.85812816581817]}",,,,RESIDENTIAL BUILDING,,-73.8986310182593,PHONE,BRONX,Unspecified,2020-03-21T16:30:22.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,RYER AVENUE,,,45858997,,1012291,251933
1960,,DOHMH,Department of Health and Mental Hygiene,1011260014,MANHATTAN,,,NEW YORK,,07 MANHATTAN,Indoor Air Quality,2020-03-19T12:12:58.000,CENTRAL PARK WEST,COLUMBUS AVENUE,Chemical Vapors/Gases/Odors,,,23 WEST   73 STREET,10023,CENTRAL PARK WEST,COLUMBUS AVENUE,WEST   73 STREET,40.77718180093388,"{'type': 'Point', 'coordinates': [-73.97610844713941, 40.77718180093388]}",,,,3+ Family Apartment Building,,-73.97610844713941,PHONE,MANHATTAN,Unspecified,,,,In Progress,WEST   73 STREET,,,45858828,,990867,222426
1961,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Rosedale,2020-03-17T12:13:00.000,13 QUEENS,Street Light Condition,2020-03-19T12:13:00.000,,,Street Light Out,,,,11422,149 AVENUE,HUXLEY STREET,,40.653025211183135,"{'type': 'Point', 'coordinates': [-73.73894299197293, 40.653025211183135]}",,,,,,-73.73894299197293,UNKNOWN,QUEENS,Unspecified,2020-03-17T12:13:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,,45859533,,1056687,177299
1962,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Rosedale,2020-03-17T12:13:00.000,13 QUEENS,Street Light Condition,2020-03-19T12:13:00.000,,,Street Light Out,,,,11422,235 STREET,147 DRIVE,,40.65630073780901,"{'type': 'Point', 'coordinates': [-73.74675108228922, 40.65630073780901]}",,,,,,-73.74675108228922,UNKNOWN,QUEENS,Unspecified,2020-03-17T12:13:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,,45860275,,1054517,178486
1963,,DCA,Department of Consumer Affairs,3082350053,BROOKLYN,,,BROOKLYN,2020-03-23T09:34:58.000,18 BROOKLYN,Consumer Complaint,2020-03-19T12:13:14.000,WILLIAMS AVENUE,LOUISIANA AVENUE,Retail Store,,,11110 FLATLANDS AVENUE,11207,WILLIAMS AVENUE,LOUISIANA AVENUE,FLATLANDS AVENUE,40.650267008064695,"{'type': 'Point', 'coordinates': [-73.89097170569079, 40.650267008064695]}",,,,,,-73.89097170569079,PHONE,BROOKLYN,Unspecified,2020-03-23T13:35:02.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,FLATLANDS AVENUE,,,45861145,,1014504,176205
1964,,NYPD,New York City Police Department,2039437501,BRONX,,,BRONX,2020-03-20T02:17:57.000,09 BRONX,Noise - Residential,2020-03-19T12:13:40.000,LINDEN DRIVE,PURDY STREET,Loud Music/Party,,,1700 METROPOLITAN AVENUE,10462,LINDEN DRIVE,PURDY STREET,METROPOLITAN AVENUE,40.840585968095404,"{'type': 'Point', 'coordinates': [-73.85433109493906, 40.840585968095404]}",,,,,,-73.85433109493906,PHONE,BRONX,Unspecified,2020-03-20T06:18:18.000,Your request can not be processed at this time because of insufficient contact information. Please c,,Closed,METROPOLITAN AVENUE,,,45857096,,1024556,245559
1965,,DPR,Department of Parks and Recreation,4010550001,QUEENS,,,EAST ELMHURST,2020-03-19T17:42:52.000,03 QUEENS,Violation of Park Rules,2020-03-19T12:13:46.000,78 STREET,79 STREET,Unsafe Use of Playground,,,78-02 25 AVENUE,11370,78 STREET,79 STREET,25 AVENUE,40.76266726151009,"{'type': 'Point', 'coordinates': [-73.89028955420719, 40.76266726151009]}",,,,Park,,-73.89028955420719,ONLINE,QUEENS,LaGuardia Landing Lights,2020-03-19T21:42:54.000,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",,Closed,25 AVENUE,,,45860997,,1014642,217156
1966,,NYPD,New York City Police Department,4096930038,QUEENS,,,JAMAICA,2020-03-19T15:14:31.000,12 QUEENS,Noise - Residential,2020-03-19T12:13:49.000,88 AVENUE,89 AVENUE,Banging/Pounding,,,88-18 150 STREET,11435,88 AVENUE,89 AVENUE,150 STREET,40.70540202902169,"{'type': 'Point', 'coordinates': [-73.80601110125305, 40.70540202902169]}",,,,Residential Building/House,,-73.80601110125305,PHONE,QUEENS,Unspecified,2020-03-19T19:14:34.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,150 STREET,,,45862486,,1038035,196333
1967,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Rosedale,2020-03-17T12:14:00.000,13 QUEENS,Street Light Condition,2020-03-19T12:14:00.000,,,Street Light Out,,,,11422,149 ROAD,257 STREET,,40.652191465395234,"{'type': 'Point', 'coordinates': [-73.73207364750938, 40.652191465395234]}",,,,,,-73.73207364750938,UNKNOWN,QUEENS,Unspecified,2020-03-17T12:14:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,,45861059,,1058594,177001
1968,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Rosedale,2020-03-17T12:14:00.000,13 QUEENS,Street Light Condition,2020-03-19T12:14:00.000,,,Street Light Out,,,,11422,147 DRIVE,253 STREET,,40.65586914697087,"{'type': 'Point', 'coordinates': [-73.73667931157686, 40.65586914697087]}",,,,,,-73.73667931157686,UNKNOWN,QUEENS,Unspecified,2020-03-17T12:14:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,,45860274,,1057312,178337
1969,ADDRESS,DOB,Department of Buildings,3003560048,BROOKLYN,,,BROOKLYN,2020-03-25T00:00:00.000,06 BROOKLYN,Boilers,2020-03-19T12:14:17.000,,,Boiler - Defective/Inoperative/No Permit,,N/A,77 1 PLACE,11231,,,,40.680659446101195,"{'type': 'Point', 'coordinates': [-73.99808552937617, 40.680659446101195]}",,,,,,-73.99808552937617,UNKNOWN,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",,Closed,1 PLACE,,,45863218,,984781,187259
1970,ADDRESS,DOB,Department of Buildings,4008350011,QUEENS,,,Astoria,2020-03-21T00:00:00.000,01 QUEENS,General Construction/Plumbing,2020-03-19T12:14:17.000,,,Site Conditions Endangering Workers,,,23-71 31 STREET,11105,,,,40.772824269594516,"{'type': 'Point', 'coordinates': [-73.91472243690025, 40.772824269594516]}",,,,,,-73.91472243690025,UNKNOWN,QUEENS,Unspecified,2020-03-21T00:00:00.000,The Department of Buildings investigated this complaint and issued a partial stop work order violation.,,Closed,31 STREET,,,45861808,,1007870,220849
1971,,NYPD,New York City Police Department,1019550001,MANHATTAN,,,NEW YORK,2020-03-19T15:04:10.000,10 MANHATTAN,Noise - Vehicle,2020-03-19T12:14:20.000,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,Engine Idling,,,311 WEST  128 STREET,10027,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,WEST  128 STREET,40.81221539768777,"{'type': 'Point', 'coordinates': [-73.95000976992188, 40.81221539768777]}",,,,Street/Sidewalk,,-73.95000976992188,PHONE,MANHATTAN,Unspecified,2020-03-19T19:04:12.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  128 STREET,,,45858479,,998088,235193
1972,,NYPD,New York City Police Department,4057740023,QUEENS,,,BAYSIDE,2020-03-19T15:27:08.000,07 QUEENS,Illegal Parking,2020-03-19T12:14:29.000,CROSS ISLAND PARKWAY,15 ROAD,Blocked Hydrant,,,15-34 200 STREET,11360,CROSS ISLAND PARKWAY,15 ROAD,200 STREET,40.78545668699704,"{'type': 'Point', 'coordinates': [-73.79399487088845, 40.78545668699704]}",,,,Street/Sidewalk,,-73.79399487088845,MOBILE,QUEENS,Unspecified,2020-03-19T19:27:12.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,200 STREET,,,45859013,,1041298,225507
1973,,DCA,Department of Consumer Affairs,1002397501,MANHATTAN,,,NEW YORK,2020-03-23T07:09:58.000,02 MANHATTAN,Consumer Complaint,2020-03-19T12:14:33.000,BOWERY,ELIZABETH STREET,Retail Store,,,157 HESTER STREET,10013,BOWERY,ELIZABETH STREET,HESTER STREET,40.71750239577626,"{'type': 'Point', 'coordinates': [-73.99603186102223, 40.71750239577626]}",,,,Commercial Building,,-73.99603186102223,ONLINE,MANHATTAN,Unspecified,2020-03-23T11:10:01.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,HESTER STREET,,,45862023,,985350,200682
1974,ADDRESS,HPD,Department of Housing Preservation and Development,1011200051,MANHATTAN,,,NEW YORK,2020-03-20T22:03:22.000,07 MANHATTAN,HEAT/HOT WATER,2020-03-19T12:14:35.000,,,ENTIRE BUILDING,,,48 WEST   68 STREET,10023,,,,40.77434439189917,"{'type': 'Point', 'coordinates': [-73.97947804143705, 40.77434439189917]}",,,,RESIDENTIAL BUILDING,,-73.97947804143705,ONLINE,MANHATTAN,Unspecified,2020-03-20T22:03:22.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,WEST   68 STREET,,,45862339,,989934,221392
1975,ADDRESS,DSNY,Department of Sanitation,1016560001,MANHATTAN,,,NEW YORK,,11 MANHATTAN,Graffiti,2020-03-19T12:14:35.000,,,Graffiti,2020-04-18T12:14:35.000,N/A,2071 2 AVENUE,10029,,,,40.79095384293872,"{'type': 'Point', 'coordinates': [-73.9422107091064, 40.79095384293872]}",,,,Residential,,-73.9422107091064,UNKNOWN,MANHATTAN,Unspecified,2020-03-19T12:14:35.000,The graffiti on this property has been scheduled to be removed by the City.,,Open,2 AVENUE,,,45860711,,1000252,227448
1976,,DPR,Department of Parks and Recreation,5057080027,STATEN ISLAND,,,STATEN ISLAND,,03 STATEN ISLAND,Root/Sewer/Sidewalk Condition,2020-03-19T12:14:39.000,RATHBUN AVENUE,RENSSELAER AVENUE,Trees and Sidewalks Program,,,164 GRANTWOOD AVENUE,10312,RATHBUN AVENUE,RENSSELAER AVENUE,GRANTWOOD AVENUE,40.550250137682546,"{'type': 'Point', 'coordinates': [-74.18025684282168, 40.550250137682546]}",,,,Street,,-74.18025684282168,PHONE,STATEN ISLAND,Unspecified,,,,In Progress,GRANTWOOD AVENUE,,,45861251,,934156,139799
1977,ADDRESS,DOT,Department of Transportation,4069570030,QUEENS,,,Fresh Meadows,2020-03-20T08:20:00.000,08 QUEENS,Street Condition,2020-03-19T12:14:49.000,71 AVENUE,73 AVENUE,Pothole,,,71-23 169 STREET,11365,,,,40.729897981440466,"{'type': 'Point', 'coordinates': [-73.80055292872575, 40.729897981440466]}",,,,,,-73.80055292872575,UNKNOWN,QUEENS,Unspecified,2020-03-20T08:20:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,169 STREET,,,45866456,,1039528,205261
1978,ADDRESS,DEP,Department of Environmental Protection,1019550001,MANHATTAN,,,NEW YORK,2020-03-24T11:00:00.000,10 MANHATTAN,Air Quality,2020-03-19T12:15:00.000,FREDERICK DOUGLASS BLVD,ST NICHOLAS AVE,"Air: Odor/Fumes, Vehicle Idling (AD3)",,N/A,311 WEST  128 STREET,10027,,,,40.81221539768777,"{'type': 'Point', 'coordinates': [-73.95000976992188, 40.81221539768777]}",,,,,,-73.95000976992188,PHONE,MANHATTAN,Unspecified,2020-03-24T11:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,WEST  128 STREET,,,45862939,,998088,235193
1979,,DCA,Department of Consumer Affairs,,QUEENS,,,RICHMOND HILL,2020-03-23T10:14:07.000,09 QUEENS,Consumer Complaint,2020-03-19T12:15:23.000,112 STREET,113 STREET,Retail Store,,,112-06 MYRTLE AVENUE,11418,112 STREET,113 STREET,MYRTLE AVENUE,40.70066988227274,"{'type': 'Point', 'coordinates': [-73.83784137621164, 40.70066988227274]}",,,,,,-73.83784137621164,PHONE,QUEENS,Unspecified,2020-03-23T14:14:12.000,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result,",,Closed,MYRTLE AVENUE,,,45858060,,1029213,194591
1980,,DOHMH,Department of Health and Mental Hygiene,2059500429,BRONX,,,BRONX,,08 BRONX,Indoor Air Quality,2020-03-19T12:15:39.000,BEND,WEST  256 STREET,Chemical Vapors/Gases/Odors,,,5570 NETHERLAND AVENUE,10471,BEND,WEST  256 STREET,NETHERLAND AVENUE,40.90393531760179,"{'type': 'Point', 'coordinates': [-73.90632435093436, 40.90393531760179]}",,,,3+ Family Apartment Building,,-73.90632435093436,PHONE,BRONX,Unspecified,,,,In Progress,NETHERLAND AVENUE,,,45858701,,1010145,268620
1981,ADDRESS,DOT,Department of Transportation,4069190040,QUEENS,,,Fresh Meadows,2020-03-20T10:00:00.000,08 QUEENS,Street Condition,2020-03-19T12:16:48.000,67 AVENUE,69 AVENUE,Pothole,,,67-04 166 STREET,11365,,,,40.7345819687078,"{'type': 'Point', 'coordinates': [-73.80297453323203, 40.7345819687078]}",,,,,,-73.80297453323203,UNKNOWN,QUEENS,Unspecified,2020-03-20T10:00:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,166 STREET,,,45864139,,1038853,206966
1982,,DOHMH,Department of Health and Mental Hygiene,3017670049,BROOKLYN,,,BROOKLYN,,03 BROOKLYN,Rodent,2020-03-19T12:16:52.000,MARCY AVENUE,TOMPKINS AVENUE,Condition Attracting Rodents,,,123 HART STREET,11206,MARCY AVENUE,TOMPKINS AVENUE,HART STREET,40.69341580093707,"{'type': 'Point', 'coordinates': [-73.94671632416234, 40.69341580093707]}",,,,1-2 Family Dwelling,,-73.94671632416234,ONLINE,BROOKLYN,Unspecified,,,,In Progress,HART STREET,,,45861904,,999026,191911
1983,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Jamaica,2020-03-17T12:17:00.000,12 QUEENS,Street Light Condition,2020-03-19T12:17:00.000,,,Foreign Attachment On Wood Pole,,,,11436,150 STREET,133 AVENUE,,40.66833709356287,"{'type': 'Point', 'coordinates': [-73.78915855418965, 40.66833709356287]}",,,,,,-73.78915855418965,UNKNOWN,QUEENS,Unspecified,2020-03-17T12:17:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Pending,,,,45859998,,1042740,182840
1984,ADDRESS,HPD,Department of Housing Preservation and Development,2033040010,BRONX,,,BRONX,2020-03-19T16:20:57.000,07 BRONX,HEAT/HOT WATER,2020-03-19T12:17:34.000,,,ENTIRE BUILDING,,,2664 GRAND CONCOURSE,10458,,,,40.86640486876999,"{'type': 'Point', 'coordinates': [-73.89411351479727, 40.86640486876999]}",,,,RESIDENTIAL BUILDING,,-73.89411351479727,MOBILE,BRONX,Unspecified,2020-03-19T16:20:57.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,GRAND CONCOURSE,,,45860683,,1013537,254950
1985,ADDRESS,HPD,Department of Housing Preservation and Development,2033040010,BRONX,,,BRONX,2020-03-19T16:20:57.000,07 BRONX,HEAT/HOT WATER,2020-03-19T12:17:37.000,,,ENTIRE BUILDING,,,2664 GRAND CONCOURSE,10458,,,,40.86640486876999,"{'type': 'Point', 'coordinates': [-73.89411351479727, 40.86640486876999]}",,,,RESIDENTIAL BUILDING,,-73.89411351479727,MOBILE,BRONX,Unspecified,2020-03-19T16:20:57.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,GRAND CONCOURSE,,,45859844,,1013537,254950
1986,ADDRESS,HPD,Department of Housing Preservation and Development,3056660001,BROOKLYN,,,BROOKLYN,,12 BROOKLYN,PLUMBING,2020-03-19T12:17:40.000,,,BATHTUB/SHOWER,,,5301 9 AVENUE,11220,,,,40.63801651328272,"{'type': 'Point', 'coordinates': [-74.00333286942899, 40.63801651328272]}",,,,RESIDENTIAL BUILDING,,-74.00333286942899,PHONE,BROOKLYN,Unspecified,2020-03-19T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,9 AVENUE,,,45863211,,983325,171723
1987,,NYPD,New York City Police Department,3037530038,BROOKLYN,,,BROOKLYN,2020-03-19T13:05:41.000,05 BROOKLYN,Noise - Street/Sidewalk,2020-03-19T12:17:40.000,GEORGIA AVENUE,SHEFFIELD AVENUE,Loud Music/Party,,,609 SUTTER AVENUE,11207,GEORGIA AVENUE,SHEFFIELD AVENUE,SUTTER AVENUE,40.66919734323511,"{'type': 'Point', 'coordinates': [-73.8964524840768, 40.66919734323511]}",,,,Street/Sidewalk,,-73.8964524840768,ONLINE,BROOKLYN,Unspecified,2020-03-19T17:05:43.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,SUTTER AVENUE,,,45860904,,1012975,183100
1988,ADDRESS,DOT,Department of Transportation,4021780048,QUEENS,,,Forest Hills,2020-03-20T11:10:00.000,06 QUEENS,Street Condition,2020-03-19T12:17:43.000,108 STREET,110 STREET,Pothole,,,108-39 68 AVENUE,11375,,,,40.72708591991572,"{'type': 'Point', 'coordinates': [-73.84614026428014, 40.72708591991572]}",,,,,,-73.84614026428014,UNKNOWN,QUEENS,Unspecified,2020-03-20T11:10:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,68 AVENUE,,,45864795,,1026895,204211
