,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
1628,,NYPD,New York City Police Department,3020340001,BROOKLYN,,,,BROOKLYN,2020-03-22T13:30:24.000,02 BROOKLYN,Noise - Residential,2020-03-22T13:06:24.000,BEND,MYRTLE AVENUE,Banging/Pounding,,,110 MONUMENT WALK,11205,BEND,MYRTLE AVENUE,MONUMENT WALK,40.693659376680515,"{'type': 'Point', 'coordinates': [-73.97820107061423, 40.693659376680515]}",,,,Residential Building/House,,-73.97820107061423,MOBILE,BROOKLYN,Unspecified,2020-03-22T17:30:27.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,MONUMENT WALK,,,45876824,,990295,191996
1629,,DCA,Department of Consumer Affairs,3063480059,BROOKLYN,,,,BROOKLYN,2020-03-24T15:36:08.000,11 BROOKLYN,Consumer Complaint,2020-03-22T13:07:26.000,BAY   31 STREET,BAY   32 STREET,Retail Store,,,2243 86 STREET,11214,BAY   31 STREET,BAY   32 STREET,86 STREET,40.601252585362744,"{'type': 'Point', 'coordinates': [-73.99267172463715, 40.601252585362744]}",,,,Commercial Building,,-73.99267172463715,ONLINE,BROOKLYN,Unspecified,2020-03-24T19:36:14.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,86 STREET,,,45876459,,986285,158329
1630,,NYPD,New York City Police Department,4093880024,QUEENS,,,,OZONE PARK,2020-03-22T21:15:29.000,09 QUEENS,Non-Emergency Police Matter,2020-03-22T13:07:30.000,106 STREET,107 STREET,Other (complaint details),,,106-07 95 AVENUE,11416,106 STREET,107 STREET,95 AVENUE,40.68965879940356,"{'type': 'Point', 'coordinates': [-73.83851361067127, 40.68965879940356]}",,,,,,-73.83851361067127,PHONE,QUEENS,Unspecified,2020-03-23T01:15:31.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,95 AVENUE,,,45876501,,1029034,190579
1631,,NYPD,New York City Police Department,3041030044,BROOKLYN,,,,BROOKLYN,2020-03-22T14:20:26.000,05 BROOKLYN,Illegal Parking,2020-03-22T13:07:57.000,JAMAICA AVENUE,ETNA STREET,Commercial Overnight Parking,,,42 CHESTNUT STREET,11208,JAMAICA AVENUE,ETNA STREET,CHESTNUT STREET,40.68706255570922,"{'type': 'Point', 'coordinates': [-73.87644164548597, 40.68706255570922]}",,,,Street/Sidewalk,,-73.87644164548597,ONLINE,BROOKLYN,Unspecified,2020-03-22T18:20:31.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,CHESTNUT STREET,,,45875711,,1018517,189616
1632,ADDRESS,DSNY,BCC - Staten Island,5016597501,STATEN ISLAND,,,,STATEN ISLAND,2020-03-23T12:00:00.000,01 STATEN ISLAND,Missed Collection (All Materials),2020-03-22T13:08:00.000,LEO STREET,BEND,1R Missed Recycling-All Materials,,DSNY Garage,38 ADA DRIVE,10314,,,,40.6199224178589,"{'type': 'Point', 'coordinates': [-74.15522286716906, 40.6199224178589]}",,,,Sidewalk,,-74.15522286716906,PHONE,STATEN ISLAND,Unspecified,2020-03-23T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,ADA DRIVE,,,45878580,,941158,165169
1633,ADDRESS,HPD,Department of Housing Preservation and Development,2031740022,BRONX,,,,BRONX,2020-03-24T20:08:03.000,07 BRONX,HEAT/HOT WATER,2020-03-22T13:08:33.000,,,ENTIRE BUILDING,,,58 EAST  190 STREET,10468,,,,40.86304385492859,"{'type': 'Point', 'coordinates': [-73.89855121946627, 40.86304385492859]}",,,,RESIDENTIAL BUILDING,,-73.89855121946627,MOBILE,BRONX,Unspecified,2020-03-24T20:08:03.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,EAST  190 STREET,,,45877353,,1012311,253724
1634,BLOCKFACE,DOT,Department of Transportation,,BROOKLYN,,,,BROOKLYN,2020-03-23T10:18:00.000,15 BROOKLYN,Street Condition,2020-03-22T13:08:36.000,AVENUE V,KNAPP STREET,Pothole,,,GERRITSEN AVENUE,11229,,,,40.600421162362665,"{'type': 'Point', 'coordinates': [-73.93357459613934, 40.600421162362665]}",,,,,,-73.93357459613934,UNKNOWN,BROOKLYN,Unspecified,2020-03-23T10:18:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,GERRITSEN AVENUE,,,45884716,,1002696,158033
1635,ADDRESS,HPD,Department of Housing Preservation and Development,2026900119,BRONX,,,,BRONX,2020-03-23T18:19:59.000,02 BRONX,HEAT/HOT WATER,2020-03-22T13:08:36.000,,,ENTIRE BUILDING,,,976 PROSPECT AVENUE,10459,,,,40.82336218391122,"{'type': 'Point', 'coordinates': [-73.90007865156984, 40.82336218391122]}",,,,RESIDENTIAL BUILDING,,-73.90007865156984,PHONE,BRONX,Unspecified,2020-03-23T18:19:59.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,PROSPECT AVENUE,,,45879033,,1011905,239266
1636,,DPR,Department of Parks and Recreation,4113520010,QUEENS,,,,OZONE PARK,,10 QUEENS,New Tree Request,2020-03-22T13:08:46.000,89 STREET,90 STREET,For One Address,,,89-20 SUTTER AVENUE,11417,89 STREET,90 STREET,SUTTER AVENUE,40.67627399814279,"{'type': 'Point', 'coordinates': [-73.8476454816733, 40.67627399814279]}",,,,Street,,-73.8476454816733,MOBILE,QUEENS,Unspecified,,,,In Progress,SUTTER AVENUE,,,45875951,,1026510,185698
1637,,NYPD,New York City Police Department,2041780026,BRONX,,,,BRONX,2020-03-22T15:39:45.000,10 BRONX,Illegal Parking,2020-03-22T13:08:50.000,ROBERTS AVENUE,BRUCKNER EXPWY WB EN BUHRE AVE,Commercial Overnight Parking,,,3505 BRUCKNER BOULEVARD,10461,ROBERTS AVENUE,BRUCKNER EXPWY WB EN BUHRE AVE,BRUCKNER BOULEVARD,40.84713833613842,"{'type': 'Point', 'coordinates': [-73.82704583184952, 40.84713833613842]}",,,,,,-73.82704583184952,PHONE,BRONX,Unspecified,2020-03-22T19:39:46.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,BRUCKNER BOULEVARD,,,45875991,,1032101,247960
1638,ADDRESS,DSNY,BCC - Queens East,4047340021,QUEENS,,,,Whitestone,,07 QUEENS,Missed Collection (All Materials),2020-03-22T13:09:00.000,CLINTONVILLE STREET,160 STREET,1RB Missed Recycling - M/G/Pl,,DSNY Garage,154-67 20 AVENUE,11357,,,,40.78068324399005,"{'type': 'Point', 'coordinates': [-73.80646700719582, 40.78068324399005]}",,,,Sidewalk,,-73.80646700719582,PHONE,QUEENS,Unspecified,,The Department of Sanitation is in the process of investigating this complaint.,,Open,20 AVENUE,,,45875614,,1037848,223760
1639,ADDRESS,HPD,Department of Housing Preservation and Development,2030700005,BRONX,,,,BRONX,2020-03-23T09:19:39.000,06 BRONX,PLUMBING,2020-03-22T13:09:03.000,,,WATER SUPPLY,,,2110 ARTHUR AVENUE,10457,,,,40.84986815790645,"{'type': 'Point', 'coordinates': [-73.89129155011685, 40.84986815790645]}",,,,RESIDENTIAL BUILDING,,-73.89129155011685,PHONE,BRONX,Unspecified,2020-03-23T09:19:39.000,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,ARTHUR AVENUE,,,45877494,,1014325,248926
1640,ADDRESS,HPD,Department of Housing Preservation and Development,2031740022,BRONX,,,,BRONX,2020-03-24T20:08:03.000,07 BRONX,HEAT/HOT WATER,2020-03-22T13:09:15.000,,,ENTIRE BUILDING,,,58 EAST  190 STREET,10468,,,,40.86304385492859,"{'type': 'Point', 'coordinates': [-73.89855121946627, 40.86304385492859]}",,,,RESIDENTIAL BUILDING,,-73.89855121946627,MOBILE,BRONX,Unspecified,2020-03-24T20:08:03.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,EAST  190 STREET,,,45878456,,1012311,253724
1641,,NYPD,New York City Police Department,4001850001,QUEENS,,,,SUNNYSIDE,2020-03-22T13:31:06.000,02 QUEENS,Noise - Street/Sidewalk,2020-03-22T13:09:22.000,40 STREET,41 STREET,Loud Music/Party,,,PS  150,11104,40 STREET,41 STREET,PS  150,40.74574525766238,"{'type': 'Point', 'coordinates': [-73.92345461994954, 40.74574525766238]}",,,,Street/Sidewalk,,-73.92345461994954,ONLINE,QUEENS,Unspecified,2020-03-22T17:31:10.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,PS  150,,,45876282,,1005460,210981
1642,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,BROOKLYN,2020-03-23T11:02:00.000,18 BROOKLYN,Street Condition,2020-03-22T13:09:55.000,,,Pothole,,,,11234,FLATBUSH AVENUE,SHORE PARKWAY,,40.59651130968669,"{'type': 'Point', 'coordinates': [-73.90787551923017, 40.59651130968669]}",,,,,,-73.90787551923017,UNKNOWN,BROOKLYN,Unspecified,2020-03-23T11:02:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,45883989,,1009834,156615
1643,,NYPD,New York City Police Department,4114260036,QUEENS,,,,HOWARD BEACH,2020-03-22T13:53:40.000,10 QUEENS,Illegal Parking,2020-03-22T13:10:04.000,151 AVENUE,153 AVENUE,Blocked Hydrant,,,151-29 79 STREET,11414,151 AVENUE,153 AVENUE,79 STREET,40.66692704511402,"{'type': 'Point', 'coordinates': [-73.8553952417184, 40.66692704511402]}",,,,Street/Sidewalk,,-73.8553952417184,ONLINE,QUEENS,Unspecified,2020-03-22T17:53:47.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,79 STREET,,,45878165,,1024366,182289
1644,,DPR,Department of Parks and Recreation,4113520180,QUEENS,,,,OZONE PARK,,10 QUEENS,New Tree Request,2020-03-22T13:10:29.000,SUTTER AVENUE,GOLD ROAD,For One Address,,,132-21 89 STREET,11417,SUTTER AVENUE,GOLD ROAD,89 STREET,40.67571970245894,"{'type': 'Point', 'coordinates': [-73.84775850741013, 40.67571970245894]}",,,,Street,,-73.84775850741013,MOBILE,QUEENS,Unspecified,,,,In Progress,89 STREET,,,45876978,,1026479,185496
1645,,NYPD,New York City Police Department,1021200048,MANHATTAN,,,,NEW YORK,2020-03-22T14:56:03.000,12 MANHATTAN,Noise - Residential,2020-03-22T13:10:39.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,,517 WEST  161 STREET,10032,AMSTERDAM AVENUE,BROADWAY,WEST  161 STREET,40.83567294435435,"{'type': 'Point', 'coordinates': [-73.94093232987349, 40.83567294435435]}",,,,Residential Building/House,,-73.94093232987349,ONLINE,MANHATTAN,Unspecified,2020-03-22T18:56:05.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,WEST  161 STREET,,,45877401,,1000595,243741
1646,,DCA,Department of Consumer Affairs,1015040019,MANHATTAN,,,,NEW YORK,2020-03-24T15:36:14.000,08 MANHATTAN,Consumer Complaint,2020-03-22T13:10:47.000,EAST   92 STREET,EAST   93 STREET,Retail Store,,,1304 MADISON AVENUE,10128,EAST   92 STREET,EAST   93 STREET,MADISON AVENUE,40.78498732203202,"{'type': 'Point', 'coordinates': [-73.95581151350841, 40.78498732203202]}",,,,Commercial Building,,-73.95581151350841,ONLINE,MANHATTAN,Unspecified,2020-03-24T19:36:19.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,MADISON AVENUE,,,45876430,,996487,225272
1647,,NYPD,New York City Police Department,2038080010,BRONX,,,,BRONX,2020-03-22T15:02:39.000,09 BRONX,Noise - Commercial,2020-03-22T13:11:24.000,BLACKROCK AVENUE,WATSON AVENUE,Loud Music/Party,,,1082 OLMSTEAD AVENUE,10472,BLACKROCK AVENUE,WATSON AVENUE,OLMSTEAD AVENUE,40.829037908183906,"{'type': 'Point', 'coordinates': [-73.85350721590417, 40.829037908183906]}",,,,Store/Commercial,,-73.85350721590417,ONLINE,BRONX,Unspecified,2020-03-22T19:02:40.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,OLMSTEAD AVENUE,,,45877410,,1024791,241352
1648,ADDRESS,HPD,Department of Housing Preservation and Development,1021740175,MANHATTAN,,,,NEW YORK,2020-03-23T21:06:03.000,12 MANHATTAN,HEAT/HOT WATER,2020-03-22T13:11:32.000,,,ENTIRE BUILDING,,,34 ARDEN STREET,10040,,,,40.86193738190631,"{'type': 'Point', 'coordinates': [-73.92714580413967, 40.86193738190631]}",,,,RESIDENTIAL BUILDING,,-73.92714580413967,MOBILE,MANHATTAN,Unspecified,2020-03-23T21:06:03.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,ARDEN STREET,,,45875697,,1004402,253313
1649,ADDRESS,HPD,Department of Housing Preservation and Development,3018150021,BROOKLYN,,,,BROOKLYN,,03 BROOKLYN,UNSANITARY CONDITION,2020-03-22T13:11:36.000,,,MOLD,,,552 GATES AVENUE,11221,,,,40.68703537889662,"{'type': 'Point', 'coordinates': [-73.94341494852195, 40.68703537889662]}",,,,RESIDENTIAL BUILDING,,-73.94341494852195,PHONE,BROOKLYN,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,GATES AVENUE,,,45876901,,999943,189587
1650,,DOT,Department of Transportation,3040510016,BROOKLYN,,,,BROOKLYN,,05 BROOKLYN,Street Sign - Damaged,2020-03-22T13:11:39.000,LINWOOD STREET,ESSEX STREET,Stop,,,1000 SUTTER AVENUE,11208,LINWOOD STREET,ESSEX STREET,SUTTER AVENUE,40.671351607079856,"{'type': 'Point', 'coordinates': [-73.88180961705228, 40.671351607079856]}",,,,Street,,-73.88180961705228,ONLINE,BROOKLYN,Unspecified,2020-03-24T16:52:06.000,The Department of Transportation will repair or replace the Stop sign within 3 business days or make,,In Progress,SUTTER AVENUE,,,45878719,,1017036,183890
1651,ADDRESS,HPD,Department of Housing Preservation and Development,1021440021,MANHATTAN,,,,NEW YORK,2020-03-25T20:39:32.000,12 MANHATTAN,HEAT/HOT WATER,2020-03-22T13:12:27.000,,,ENTIRE BUILDING,,,608 WEST  177 STREET,10033,,,,40.84687696137512,"{'type': 'Point', 'coordinates': [-73.93600316082807, 40.84687696137512]}",,,,RESIDENTIAL BUILDING,,-73.93600316082807,ONLINE,MANHATTAN,Unspecified,2020-03-25T20:39:32.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,WEST  177 STREET,,,45876268,,1001956,247824
1652,ADDRESS,DSNY,BCC - Queens East,4051010054,QUEENS,,,,Flushing,2020-03-25T12:00:00.000,07 QUEENS,Missed Collection (All Materials),2020-03-22T13:14:00.000,COLLEGE POINT BOULEVARD,SAULL STREET,1 Missed Collection,,DSNY Garage,132-59 MAPLE AVENUE,11355,,,,40.75435868460491,"{'type': 'Point', 'coordinates': [-73.83109103727162, 40.75435868460491]}",,,,Sidewalk,,-73.83109103727162,PHONE,QUEENS,Unspecified,2020-03-25T12:00:00.000,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,,Closed,MAPLE AVENUE,,,45877271,,1031047,214155
1653,ADDRESS,DSNY,BCC - Brooklyn North,3041300064,BROOKLYN,,,,BROOKLYN,2020-03-23T12:00:00.000,05 BROOKLYN,Missed Collection (All Materials),2020-03-22T13:14:00.000,JAMAICA LINE,CRESCENT STREET,1 Missed Collection,,DSNY Garage,3335 FULTON STREET,11208,,,,40.68356418625879,"{'type': 'Point', 'coordinates': [-73.87252527086666, 40.68356418625879]}",,,,Sidewalk,,-73.87252527086666,PHONE,BROOKLYN,Unspecified,2020-03-23T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,FULTON STREET,,,45875699,,1019605,188343
1654,ADDRESS,HPD,Department of Housing Preservation and Development,4031730055,QUEENS,,,,Forest Hills,,06 QUEENS,UNSANITARY CONDITION,2020-03-22T13:14:26.000,,,GARBAGE/RECYCLING STORAGE,,,103-11 68 DRIVE,11375,,,,40.72397388854547,"{'type': 'Point', 'coordinates': [-73.85071125881217, 40.72397388854547]}",,,,RESIDENTIAL BUILDING,,-73.85071125881217,ONLINE,QUEENS,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,68 DRIVE,,,45876906,,1025630,203075
1655,ADDRESS,HPD,Department of Housing Preservation and Development,5029220265,STATEN ISLAND,,,,STATEN ISLAND,,01 STATEN ISLAND,PLUMBING,2020-03-22T13:14:29.000,,,TOILET,,,140 PARK HILL AVENUE,10304,,,,40.6163397371088,"{'type': 'Point', 'coordinates': [-74.0811839575722, 40.6163397371088]}",,,,RESIDENTIAL BUILDING,,-74.0811839575722,PHONE,STATEN ISLAND,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,PARK HILL AVENUE,,,45877491,,961711,163836
1656,ADDRESS,HPD,Department of Housing Preservation and Development,4019560029,QUEENS,,,,Corona,2020-03-24T20:01:14.000,04 QUEENS,HEAT/HOT WATER,2020-03-22T13:14:32.000,,,ENTIRE BUILDING,,,60-15 CALLOWAY STREET,11368,,,,40.73723200014306,"{'type': 'Point', 'coordinates': [-73.85574423988778, 40.73723200014306]}",,,,RESIDENTIAL BUILDING,,-73.85574423988778,ONLINE,QUEENS,Unspecified,2020-03-24T20:01:14.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,CALLOWAY STREET,,,45875590,,1024227,207903
1657,,NYPD,New York City Police Department,3066300029,BROOKLYN,,,,BROOKLYN,2020-03-22T14:26:54.000,11 BROOKLYN,Illegal Parking,2020-03-22T13:14:43.000,AVENUE P,QUENTIN ROAD,Posted Parking Sign Violation,,,1644 WEST    1 STREET,11223,AVENUE P,QUENTIN ROAD,WEST    1 STREET,40.60759877328604,"{'type': 'Point', 'coordinates': [-73.97481498688549, 40.60759877328604]}",,,,Street/Sidewalk,,-73.97481498688549,ONLINE,BROOKLYN,Unspecified,2020-03-22T18:26:55.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST    1 STREET,,,45878210,,991243,160642
1658,ADDRESS,HPD,Department of Housing Preservation and Development,1003540022,MANHATTAN,,,,NEW YORK,,03 MANHATTAN,UNSANITARY CONDITION,2020-03-22T13:14:46.000,,,GARBAGE/RECYCLING STORAGE,,,149 NORFOLK STREET,10002,,,,40.7203232719394,"{'type': 'Point', 'coordinates': [-73.98638509962416, 40.7203232719394]}",,,,RESIDENTIAL BUILDING,,-73.98638509962416,ONLINE,MANHATTAN,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,NORFOLK STREET,,,45876907,,988024,201710
1659,,DCA,Department of Consumer Affairs,1020310029,MANHATTAN,,,,NEW YORK,2020-03-24T15:36:17.000,10 MANHATTAN,Consumer Complaint,2020-03-22T13:15:08.000,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,Retail Store,,,201 WEST  145 STREET,10039,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  145 STREET,40.82185259516293,"{'type': 'Point', 'coordinates': [-73.93956079665583, 40.82185259516293]}",,,,Commercial Building,,-73.93956079665583,ONLINE,MANHATTAN,Unspecified,2020-03-24T19:36:19.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,WEST  145 STREET,,,45876973,,1000978,238706
1660,,DOT,Department of Transportation,3033010047,BROOKLYN,,,,BROOKLYN,,04 BROOKLYN,Sidewalk Condition,2020-03-22T13:15:38.000,IRVING AVENUE,WYCKOFF AVENUE,Sidewalk Violation,,,341 BLEECKER STREET,11237,IRVING AVENUE,WYCKOFF AVENUE,BLEECKER STREET,40.70104947058546,"{'type': 'Point', 'coordinates': [-73.91542014284538, 40.70104947058546]}",,,,Sidewalk,,-73.91542014284538,ONLINE,BROOKLYN,Unspecified,,,,In Progress,BLEECKER STREET,,,45878684,,1007702,194699
1661,,NYPD,New York City Police Department,2024780030,BRONX,,,,BRONX,2020-03-22T14:43:53.000,04 BRONX,Noise - Street/Sidewalk,2020-03-22T13:15:42.000,GERARD AVENUE,WALTON AVENUE,Loud Music/Party,,,80 MCCLELLAN STREET,10452,GERARD AVENUE,WALTON AVENUE,MCCLELLAN STREET,40.833725947526645,"{'type': 'Point', 'coordinates': [-73.92093583276625, 40.833725947526645]}",,,,Street/Sidewalk,,-73.92093583276625,MOBILE,BRONX,Unspecified,2020-03-22T18:43:55.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,MCCLELLAN STREET,,,45876883,,1006129,243036
1662,ADDRESS,DEP,Department of Environmental Protection,3012840020,BROOKLYN,,,,BROOKLYN,2020-03-25T14:30:00.000,09 BROOKLYN,Air Quality,2020-03-22T13:16:00.000,NEW YORK AVE,BROOKLYN AVE,"Air: Odor/Fumes, Vehicle Idling (AD3)",,N/A,1290 PRESIDENT STREET,11213,,,,40.66785655144483,"{'type': 'Point', 'coordinates': [-73.94689174504168, 40.66785655144483]}",,,,,,-73.94689174504168,PHONE,BROOKLYN,Unspecified,2020-03-25T14:30:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,PRESIDENT STREET,,,45877626,,998983,182599
1663,,DOHMH,Department of Health and Mental Hygiene,1006107501,MANHATTAN,,,,NEW YORK,,02 MANHATTAN,Pet Shop,2020-03-22T13:16:17.000,GROVE STREET,7 AVENUE SOUTH,Dogs or Cats Sold,,,45 CHRISTOPHER STREET,10014,GROVE STREET,7 AVENUE SOUTH,CHRISTOPHER STREET,40.73375689965592,"{'type': 'Point', 'coordinates': [-74.00189434650213, 40.73375689965592]}",,,,Commercial Building,,-74.00189434650213,ONLINE,MANHATTAN,Unspecified,,,,In Progress,CHRISTOPHER STREET,,,45875492,,983725,206604
1664,ADDRESS,DSNY,BCC - Bronx,2031750015,BRONX,,,,BRONX,2020-03-24T12:00:00.000,07 BRONX,Derelict Vehicles,2020-03-22T13:17:00.000,MORRIS AVENUE,CRESTON AVENUE,14 Derelict Vehicles,,DSNY Garage,50 EAST  191 STREET,10468,,,,40.863974007488046,"{'type': 'Point', 'coordinates': [-73.89820995792564, 40.863974007488046]}",,,,Street,,-73.89820995792564,ONLINE,BRONX,Unspecified,2020-03-24T04:00:00.000,,,Closed,EAST  191 STREET,,,45876981,,1012405,254063
1665,ADDRESS,HPD,Department of Housing Preservation and Development,4027100062,QUEENS,,,,Maspeth,2020-03-23T07:51:07.000,05 QUEENS,SAFETY,2020-03-22T13:17:25.000,,,FIRE ESCAPE,,,61-44 56 ROAD,11378,,,,40.72435449106312,"{'type': 'Point', 'coordinates': [-73.90395032074157, 40.72435449106312]}",,,,RESIDENTIAL BUILDING,,-73.90395032074157,ONLINE,QUEENS,Unspecified,2020-03-23T07:51:07.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,56 ROAD,,,45876354,,1010873,203193
1666,ADDRESS,HPD,Department of Housing Preservation and Development,4031730055,QUEENS,,,,Forest Hills,,06 QUEENS,UNSANITARY CONDITION,2020-03-22T13:17:26.000,,,GARBAGE/RECYCLING STORAGE,,,103-11 68 DRIVE,11375,,,,40.72397388854547,"{'type': 'Point', 'coordinates': [-73.85071125881217, 40.72397388854547]}",,,,RESIDENTIAL BUILDING,,-73.85071125881217,ONLINE,QUEENS,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,68 DRIVE,,,45879586,,1025630,203075
1667,,NYPD,New York City Police Department,4006280021,QUEENS,,,,ASTORIA,2020-03-22T14:43:56.000,01 QUEENS,Noise - Residential,2020-03-22T13:17:29.000,28 AVENUE,30 AVENUE,Loud Music/Party,,,28-08 35 STREET,11103,28 AVENUE,30 AVENUE,35 STREET,40.76674091807296,"{'type': 'Point', 'coordinates': [-73.91710565081442, 40.76674091807296]}",,,,Residential Building/House,,-73.91710565081442,ONLINE,QUEENS,Unspecified,2020-03-22T18:43:58.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,35 STREET,,,45877902,,1007212,218632
1668,,DCA,Department of Consumer Affairs,1020440012,MANHATTAN,,,,NEW YORK,2020-03-24T13:07:03.000,10 MANHATTAN,Consumer Complaint,2020-03-22T13:18:02.000,WEST  143 STREET,WEST  144 STREET,Retail Store,,,2701 8 AVENUE,10030,WEST  143 STREET,WEST  144 STREET,8 AVENUE,40.821804786016344,"{'type': 'Point', 'coordinates': [-73.94268613186445, 40.821804786016344]}",,,,Commercial Building,,-73.94268613186445,ONLINE,MANHATTAN,Unspecified,2020-03-24T17:07:14.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,8 AVENUE,,,45878118,,1000113,238688
1669,,NYPD,New York City Police Department,3012840020,BROOKLYN,,,,BROOKLYN,2020-03-22T14:44:18.000,09 BROOKLYN,Illegal Parking,2020-03-22T13:18:07.000,NEW YORK AVENUE,BROOKLYN AVENUE,Blocked Hydrant,,,1290 PRESIDENT STREET,11213,NEW YORK AVENUE,BROOKLYN AVENUE,PRESIDENT STREET,40.66785655144483,"{'type': 'Point', 'coordinates': [-73.94689174504168, 40.66785655144483]}",,,,Street/Sidewalk,,-73.94689174504168,PHONE,BROOKLYN,Unspecified,2020-03-22T18:44:20.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,PRESIDENT STREET,,,45877064,,998983,182599
1670,,NYPD,New York City Police Department,5011860124,STATEN ISLAND,,,,STATEN ISLAND,2020-03-22T22:51:12.000,01 STATEN ISLAND,Graffiti,2020-03-22T13:18:09.000,STATEN ISLAND RAILWAY LINE,HEUSDEN STREET,Police Report Not Requested,,,126 SIMONSON AVENUE,10303,STATEN ISLAND RAILWAY LINE,HEUSDEN STREET,SIMONSON AVENUE,40.633697420519894,"{'type': 'Point', 'coordinates': [-74.1519510716364, 40.633697420519894]}",,,,Store/Commercial,,-74.1519510716364,ONLINE,STATEN ISLAND,Unspecified,2020-03-23T02:51:18.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,SIMONSON AVENUE,,,45876396,,942075,170186
