,address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
104,,NYPD,New York City Police Department,2049610039,BRONX,BRONX,,12 BRONX,Blocked Driveway,2020-03-26T00:39:13.000,EAST  233 STREET,STRANG AVENUE,No Access,,3977 AMUNDSON AVENUE,10466,EAST  233 STREET,STRANG AVENUE,AMUNDSON AVENUE,40.89078142628218,"{'type': 'Point', 'coordinates': [-73.83618769591253, 40.89078142628218]}",,,,,,-73.83618769591253,PHONE,BRONX,Unspecified,,,In Progress,AMUNDSON AVENUE,,45890887,1029542,263856
105,,NYPD,New York City Police Department,3050430001,BROOKLYN,BROOKLYN,,09 BROOKLYN,Noise - Residential,2020-03-26T00:39:51.000,BEDFORD AVENUE,ROGERS AVENUE,Loud Music/Party,,125 HAWTHORNE STREET,11225,BEDFORD AVENUE,ROGERS AVENUE,HAWTHORNE STREET,40.657509747663944,"{'type': 'Point', 'coordinates': [-73.9557770171064, 40.657509747663944]}",,,,Residential Building/House,,-73.9557770171064,MOBILE,BROOKLYN,Unspecified,,,In Progress,HAWTHORNE STREET,,45895389,996520,178828
106,,NYPD,New York City Police Department,2056067501,BRONX,BRONX,,10 BRONX,Noise - Residential,2020-03-26T00:40:19.000,SCHURZ AVENUE,HARDING AVENUE,Banging/Pounding,,180 DAVIS AVENUE,10465,SCHURZ AVENUE,HARDING AVENUE,DAVIS AVENUE,40.81326714107099,"{'type': 'Point', 'coordinates': [-73.82432686647437, 40.81326714107099]}",,,,Residential Building/House,,-73.82432686647437,ONLINE,BRONX,Unspecified,,,In Progress,DAVIS AVENUE,,45890903,1032878,235621
107,,NYPD,New York City Police Department,3058840037,BROOKLYN,BROOKLYN,2020-03-26T01:54:08.000,10 BROOKLYN,Noise - Residential,2020-03-26T00:42:53.000,MACKAY PLACE,71 STREET,Banging/Pounding,,7040 COLONIAL ROAD,11209,MACKAY PLACE,71 STREET,COLONIAL ROAD,40.6358465005666,"{'type': 'Point', 'coordinates': [-74.03189722618694, 40.6358465005666]}",,,,Residential Building/House,,-74.03189722618694,MOBILE,BROOKLYN,Unspecified,2020-03-26T05:54:12.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,COLONIAL ROAD,,45893252,975397,170934
108,,NYPD,New York City Police Department,1008790027,MANHATTAN,NEW YORK,,06 MANHATTAN,Noise - Residential,2020-03-26T00:44:40.000,LEXINGTON AVENUE,3 AVENUE,Loud Music/Party,,145 EAST   23 STREET,10010,LEXINGTON AVENUE,3 AVENUE,EAST   23 STREET,40.739341420550296,"{'type': 'Point', 'coordinates': [-73.98432432194892, 40.739341420550296]}",,,,,,-73.98432432194892,PHONE,MANHATTAN,Unspecified,,,In Progress,EAST   23 STREET,,45894403,988594,208639
109,,NYPD,New York City Police Department,,BRONX,BRONX,,09 BRONX,Blocked Driveway,2020-03-26T00:45:00.000,CLOSE AVENUE,COLGATE AVENUE,No Access,,1445 WATSON AVENUE,10472,CLOSE AVENUE,COLGATE AVENUE,WATSON AVENUE,40.825576555432264,"{'type': 'Point', 'coordinates': [-73.88199818220055, 40.825576555432264]}",,,,Street/Sidewalk,,-73.88199818220055,ONLINE,BRONX,Unspecified,,,In Progress,WATSON AVENUE,,45895753,1016908,240079
110,,NYPD,New York City Police Department,5000370050,STATEN ISLAND,STATEN ISLAND,,01 STATEN ISLAND,Noise - Residential,2020-03-26T00:45:02.000,WESTERVELT AVENUE,BISMARK AVENUE,Loud Music/Party,,17 SCRIBNER AVENUE,10301,WESTERVELT AVENUE,BISMARK AVENUE,SCRIBNER AVENUE,40.638450798853384,"{'type': 'Point', 'coordinates': [-74.0825512213276, 40.638450798853384]}",,,,Residential Building/House,,-74.0825512213276,ONLINE,STATEN ISLAND,Unspecified,2020-03-26T05:54:27.000,Your complaint has been received by the Police Department and additional information will be availab,In Progress,SCRIBNER AVENUE,,45896305,961339,171892
111,,NYPD,New York City Police Department,2031570064,BRONX,BRONX,,05 BRONX,Noise - Residential,2020-03-26T00:45:32.000,EAST  181 STREET,EAST  182 STREET,Banging/Pounding,,2165 RYER AVENUE,10457,EAST  181 STREET,EAST  182 STREET,RYER AVENUE,40.85455863917999,"{'type': 'Point', 'coordinates': [-73.90015830400407, 40.85455863917999]}",,,,Residential Building/House,,-73.90015830400407,ONLINE,BRONX,Unspecified,,,In Progress,RYER AVENUE,,45895576,1011870,250632
112,,NYPD,New York City Police Department,3012690045,BROOKLYN,BROOKLYN,,09 BROOKLYN,Noise - Residential,2020-03-26T00:46:08.000,NOSTRAND AVENUE,NEW YORK AVENUE,Banging/Pounding,,1325 UNION STREET,11225,NOSTRAND AVENUE,NEW YORK AVENUE,UNION STREET,40.66883440348891,"{'type': 'Point', 'coordinates': [-73.94845543554169, 40.66883440348891]}",,,,Residential Building/House,,-73.94845543554169,PHONE,BROOKLYN,Unspecified,,,In Progress,UNION STREET,,45891591,998549,182955
113,,NYPD,New York City Police Department,4014337501,QUEENS,JACKSON HEIGHTS,,03 QUEENS,Noise - Residential,2020-03-26T00:47:22.000,85 STREET,86 STREET,Banging/Pounding,,85-11 34 AVENUE,11372,85 STREET,86 STREET,34 AVENUE,40.754054330698715,"{'type': 'Point', 'coordinates': [-73.88204186513639, 40.754054330698715]}",,,,Residential Building/House,,-73.88204186513639,ONLINE,QUEENS,Unspecified,,,In Progress,34 AVENUE,,45895384,1016931,214021
114,,NYPD,New York City Police Department,1019980017,MANHATTAN,NEW YORK,,09 MANHATTAN,Noise - Residential,2020-03-26T00:49:32.000,BROADWAY,12 AVENUE,Banging/Pounding,,622 WEST  132 STREET,10027,BROADWAY,12 AVENUE,WEST  132 STREET,40.818569660549635,"{'type': 'Point', 'coordinates': [-73.95743307410444, 40.818569660549635]}",,,,Residential Building/House,,-73.95743307410444,MOBILE,MANHATTAN,Unspecified,,,In Progress,WEST  132 STREET,,45890907,996032,237507
115,,NYPD,New York City Police Department,2055330016,BRONX,BRONX,,10 BRONX,Illegal Parking,2020-03-26T00:50:13.000,BARKLEY AVENUE,BRUCKNER BOULEVARD,Blocked Hydrant,,1055 CALHOUN AVENUE,10465,BARKLEY AVENUE,BRUCKNER BOULEVARD,CALHOUN AVENUE,40.83116427035102,"{'type': 'Point', 'coordinates': [-73.82900254682048, 40.83116427035102]}",,,,Street/Sidewalk,,-73.82900254682048,PHONE,BRONX,Unspecified,,,In Progress,CALHOUN AVENUE,,45892223,1031571,242139
116,,DOHMH,Department of Health and Mental Hygiene,3068180017,BROOKLYN,BROOKLYN,,15 BROOKLYN,Construction Lead Dust,2020-03-26T00:51:38.000,AVENUE R,AVENUE S,In Common Areas,,1820 EAST   13 STREET,11229,AVENUE R,AVENUE S,EAST   13 STREET,40.60491546087414,"{'type': 'Point', 'coordinates': [-73.95945638662872, 40.60491546087414]}",,,,3+ Family Apartment Building,,-73.95945638662872,ONLINE,BROOKLYN,Unspecified,,,In Progress,EAST   13 STREET,,45895468,995508,159666
117,,DOT,Department of Transportation,,QUEENS,,,Unspecified QUEENS,Street Condition,2020-03-26T00:54:32.000,150 PLACE,MURRAY LANE,"Rough, Pitted or Cracked Roads",,35 AVENUE,11354,150 PLACE,MURRAY LANE,,,,,,,Street,,,PHONE,QUEENS,Unspecified,,,In Progress,35 AVENUE,,45892193,,
118,,NYPD,New York City Police Department,2037490001,BRONX,BRONX,,09 BRONX,Noise - Residential,2020-03-26T00:55:56.000,GLEASON AVENUE,WESTCHESTER AVENUE,Loud Music/Party,,1210 CROES AVENUE,10472,GLEASON AVENUE,WESTCHESTER AVENUE,CROES AVENUE,40.829725427000035,"{'type': 'Point', 'coordinates': [-73.8706950639468, 40.829725427000035]}",,,,Residential Building/House,,-73.8706950639468,PHONE,BRONX,Unspecified,,,In Progress,CROES AVENUE,,45891106,1020034,241595
119,,NYPD,New York City Police Department,3067630043,BROOKLYN,BROOKLYN,2020-03-26T01:50:32.000,14 BROOKLYN,Illegal Parking,2020-03-26T00:56:22.000,AVENUE O,AVENUE P,Blocked Hydrant,,1600 EAST   17 STREET,11230,AVENUE O,AVENUE P,EAST   17 STREET,40.61117538046736,"{'type': 'Point', 'coordinates': [-73.95682337752959, 40.61117538046736]}",,,,Street/Sidewalk,,-73.95682337752959,MOBILE,BROOKLYN,Unspecified,2020-03-26T05:50:35.000,The Police Department responded to the complaint and determined that police action was not necessary,Closed,EAST   17 STREET,,45895507,996238,161947
120,,NYPD,New York City Police Department,,QUEENS,,2020-03-26T01:19:49.000,02 QUEENS,Noise - Vehicle,2020-03-26T00:56:25.000,42 STREET,SKILLMAN AVENUE,Car/Truck Music,,42 STREET,11104,42 STREET,SKILLMAN AVENUE,,40.74699844567,"{'type': 'Point', 'coordinates': [-73.92172447018866, 40.74699844567]}",,,,,,-73.92172447018866,PHONE,QUEENS,Unspecified,2020-03-26T05:19:54.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,42 STREET,,45895769,1005939,211438
121,,NYPD,New York City Police Department,4006330076,QUEENS,ASTORIA,2020-03-26T01:10:22.000,01 QUEENS,Noise - Residential,2020-03-26T00:56:57.000,ASTORIA BOULEVARD SOUTH,28 AVENUE,Loud Music/Party,,25-92 36 STREET,11103,ASTORIA BOULEVARD SOUTH,28 AVENUE,36 STREET,40.768835846532205,"{'type': 'Point', 'coordinates': [-73.91429793241085, 40.768835846532205]}",,,,Residential Building/House,,-73.91429793241085,PHONE,QUEENS,Unspecified,2020-03-26T05:10:25.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,36 STREET,,45891333,1007989,219396
122,,NYPD,New York City Police Department,2046590062,BRONX,BRONX,,12 BRONX,Noise - Residential,2020-03-26T00:56:57.000,EAST GUN HILL ROAD,BARNES AVENUE,Loud Music/Party,,751 TILDEN STREET,10467,EAST GUN HILL ROAD,BARNES AVENUE,TILDEN STREET,40.87685424335351,"{'type': 'Point', 'coordinates': [-73.86310372490237, 40.87685424335351]}",,,,,,-73.86310372490237,PHONE,BRONX,Unspecified,,,In Progress,TILDEN STREET,,45891111,1022108,258769
123,,DOHMH,Department of Health and Mental Hygiene,1010070051,MANHATTAN,NEW YORK,,05 MANHATTAN,Rodent,2020-03-26T00:59:37.000,AVENUE OF THE AMERICAS,6 1/2 AVENUE,Mouse Sighting,,140 WEST   55 STREET,10019,AVENUE OF THE AMERICAS,6 1/2 AVENUE,WEST   55 STREET,40.76362894692173,"{'type': 'Point', 'coordinates': [-73.97959324991847, 40.76362894692173]}",,,,Other (Explain Below),,-73.97959324991847,ONLINE,MANHATTAN,Unspecified,,,In Progress,WEST   55 STREET,,45891060,989903,217488
124,,NYPD,New York City Police Department,4012660038,QUEENS,JACKSON HEIGHTS,,03 QUEENS,Noise - Residential,2020-03-26T01:00:06.000,79 STREET,80 STREET,Banging/Pounding,,79-01 35 AVENUE,11372,79 STREET,80 STREET,35 AVENUE,40.75151524609607,"{'type': 'Point', 'coordinates': [-73.88733390372059, 40.75151524609607]}",,,,,,-73.88733390372059,PHONE,QUEENS,Unspecified,,,In Progress,35 AVENUE,,45892234,1015466,213094
125,,NYPD,New York City Police Department,4108210001,QUEENS,HOLLIS,2020-03-26T01:33:26.000,12 QUEENS,Noise - Residential,2020-03-26T01:00:12.000,JAMAICA AVENUE,WOODHULL AVENUE,Loud Television,,91-61 193 STREET,11423,JAMAICA AVENUE,WOODHULL AVENUE,193 STREET,40.71183182753478,"{'type': 'Point', 'coordinates': [-73.76689499988953, 40.71183182753478]}",,,,Residential Building/House,,-73.76689499988953,PHONE,QUEENS,Unspecified,2020-03-26T05:33:27.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,Closed,193 STREET,,45894846,1048874,198702
126,,NYPD,New York City Police Department,4092650006,QUEENS,KEW GARDENS,2020-03-26T01:07:04.000,09 QUEENS,Noise - Residential,2020-03-26T01:00:21.000,85 AVENUE,HILLSIDE AVENUE,Loud Music/Party,,85-10 120 STREET,11415,85 AVENUE,HILLSIDE AVENUE,120 STREET,40.702710556333656,"{'type': 'Point', 'coordinates': [-73.83111730711053, 40.702710556333656]}",,,,Residential Building/House,,-73.83111730711053,ONLINE,QUEENS,Unspecified,2020-03-26T05:07:08.000,The Police Department responded to the complaint and determined that police action was not necessary,Closed,120 STREET,,45896099,1031076,195338
127,,NYPD,New York City Police Department,2031570064,BRONX,BRONX,,05 BRONX,Noise - Residential,2020-03-26T01:00:32.000,EAST  181 STREET,EAST  182 STREET,Banging/Pounding,,2165 RYER AVENUE,10457,EAST  181 STREET,EAST  182 STREET,RYER AVENUE,40.85455863917999,"{'type': 'Point', 'coordinates': [-73.90015830400407, 40.85455863917999]}",,,,Residential Building/House,,-73.90015830400407,PHONE,BRONX,Unspecified,,,In Progress,RYER AVENUE,,45890902,1011870,250632
128,,NYPD,New York City Police Department,1015620021,MANHATTAN,NEW YORK,2020-03-26T02:00:41.000,08 MANHATTAN,Noise - Commercial,2020-03-26T01:02:28.000,EAST   82 STREET,EAST   83 STREET,Banging/Pounding,,1549 YORK AVENUE,10028,EAST   82 STREET,EAST   83 STREET,YORK AVENUE,40.77344012701842,"{'type': 'Point', 'coordinates': [-73.94895213830935, 40.77344012701842]}",,,,Store/Commercial,,-73.94895213830935,MOBILE,MANHATTAN,Unspecified,2020-03-26T02:00:00.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,YORK AVENUE,,45893247,998389,221066
129,,NYPD,New York City Police Department,4117750200,QUEENS,SOUTH OZONE PARK,,10 QUEENS,Blocked Driveway,2020-03-26T01:02:36.000,SUTTER AVENUE,130 AVENUE,No Access,,129-35 135 PLACE,11420,SUTTER AVENUE,130 AVENUE,135 PLACE,40.67189906933338,"{'type': 'Point', 'coordinates': [-73.80265861768203, 40.67189906933338]}",,,,Street/Sidewalk,,-73.80265861768203,MOBILE,QUEENS,Unspecified,,,In Progress,135 PLACE,,45891556,1038992,184129
130,,NYPD,New York City Police Department,3032780008,BROOKLYN,BROOKLYN,,04 BROOKLYN,Noise - Residential,2020-03-26T01:04:28.000,HIMROD STREET,HARMAN STREET,Loud Music/Party,,1381 MYRTLE AVENUE,11237,HIMROD STREET,HARMAN STREET,MYRTLE AVENUE,40.698514690483854,"{'type': 'Point', 'coordinates': [-73.92124043861729, 40.698514690483854]}",,,,Residential Building/House,,-73.92124043861729,PHONE,BROOKLYN,Unspecified,,,In Progress,MYRTLE AVENUE,,45892323,1006089,193774
131,,NYPD,New York City Police Department,4098180049,QUEENS,JAMAICA,2020-03-26T01:29:51.000,12 QUEENS,Noise - Residential,2020-03-26T01:04:45.000,MERRICK BOULEVARD,168 STREET,Loud Music/Party,,166-05 88 AVENUE,11432,MERRICK BOULEVARD,168 STREET,88 AVENUE,40.70885075214852,"{'type': 'Point', 'coordinates': [-73.79565275343603, 40.70885075214852]}",,,,Residential Building/House,,-73.79565275343603,ONLINE,QUEENS,Unspecified,2020-03-26T05:29:55.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,Closed,88 AVENUE,,45892170,1040904,197596
132,,NYPD,New York City Police Department,4157530072,QUEENS,FAR ROCKAWAY,2020-03-26T01:54:53.000,14 QUEENS,Noise - Residential,2020-03-26T01:05:14.000,GRASSMERE TERRACE,MCBRIDE STREET,Loud Music/Party,,23-11 CORNAGA AVENUE,11691,GRASSMERE TERRACE,MCBRIDE STREET,CORNAGA AVENUE,40.6022223125606,"{'type': 'Point', 'coordinates': [-73.75804785576977, 40.6022223125606]}",,,,Residential Building/House,,-73.75804785576977,ONLINE,QUEENS,Unspecified,2020-03-26T05:54:56.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,CORNAGA AVENUE,,45891865,1051437,158775
133,,NYPD,New York City Police Department,2037430001,BRONX,BRONX,,09 BRONX,Noise - Residential,2020-03-26T01:05:32.000,WATSON AVENUE,WESTCHESTER AVENUE,Banging/Pounding,,1105 STRATFORD AVENUE,10472,WATSON AVENUE,WESTCHESTER AVENUE,STRATFORD AVENUE,40.82672463462644,"{'type': 'Point', 'coordinates': [-73.87493209797937, 40.82672463462644]}",,,,Residential Building/House,,-73.87493209797937,PHONE,BRONX,Unspecified,,,In Progress,STRATFORD AVENUE,,45895951,1018863,240500
134,,NYPD,New York City Police Department,4158370012,QUEENS,FAR ROCKAWAY,,14 QUEENS,Noise - Residential,2020-03-26T01:07:05.000,ROCKAWAY BEACH BOULEVARD,BEACH CHANNEL DRIVE,Banging/Pounding,,316 BEACH   46 STREET,11691,ROCKAWAY BEACH BOULEVARD,BEACH CHANNEL DRIVE,BEACH   46 STREET,40.5941446728222,"{'type': 'Point', 'coordinates': [-73.77721509734118, 40.5941446728222]}",,,,Residential Building/House,,-73.77721509734118,MOBILE,QUEENS,Unspecified,,,In Progress,BEACH   46 STREET,,45895097,1046122,155818
135,,NYPD,New York City Police Department,3066060021,BROOKLYN,BROOKLYN,,11 BROOKLYN,Noise - Residential,2020-03-26T01:07:38.000,WEST    1 STREET,DAHILL ROAD,Loud Music/Party,,357 AVENUE P,11204,WEST    1 STREET,DAHILL ROAD,AVENUE P,40.608660935889205,"{'type': 'Point', 'coordinates': [-73.97448324654154, 40.608660935889205]}",,,,Residential Building/House,,-73.97448324654154,ONLINE,BROOKLYN,Unspecified,,,In Progress,AVENUE P,,45895388,991335,161029
136,,NYPD,New York City Police Department,3055450074,BROOKLYN,BROOKLYN,,11 BROOKLYN,Noise - Residential,2020-03-26T01:08:05.000,16 AVENUE,17 AVENUE,Banging/Pounding,,1621 65 STREET,11204,16 AVENUE,17 AVENUE,65 STREET,40.621566894707655,"{'type': 'Point', 'coordinates': [-73.9941968330714, 40.621566894707655]}",,,,,,-73.9941968330714,PHONE,BROOKLYN,Unspecified,,,In Progress,65 STREET,,45891715,985861,165730
137,,NYPD,New York City Police Department,1021150021,MANHATTAN,NEW YORK,,12 MANHATTAN,Noise - Residential,2020-03-26T01:09:27.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,522 WEST  157 STREET,10032,AMSTERDAM AVENUE,BROADWAY,WEST  157 STREET,40.833286114600114,"{'type': 'Point', 'coordinates': [-73.94305929128691, 40.833286114600114]}",,,,Residential Building/House,,-73.94305929128691,MOBILE,MANHATTAN,Unspecified,,,In Progress,WEST  157 STREET,,45895106,1000007,242871
138,,NYPD,New York City Police Department,3064850003,BROOKLYN,BROOKLYN,,11 BROOKLYN,Illegal Parking,2020-03-26T01:13:43.000,15 AVENUE,BAY   10 STREET,Blocked Hydrant,,1521 INDEPENDENCE AVENUE,11228,15 AVENUE,BAY   10 STREET,INDEPENDENCE AVENUE,40.60400468250968,"{'type': 'Point', 'coordinates': [-74.01638216164007, 40.60400468250968]}",,,,Street/Sidewalk,,-74.01638216164007,ONLINE,BROOKLYN,Unspecified,,,In Progress,INDEPENDENCE AVENUE,,45891562,979701,159332
139,,NYPD,New York City Police Department,4089420068,QUEENS,WOODHAVEN,,09 QUEENS,Noise - Residential,2020-03-26T01:16:17.000,ELDERT LANE,75 STREET,Loud Music/Party,,74-10 91 AVENUE,11421,ELDERT LANE,75 STREET,91 AVENUE,40.68540159987786,"{'type': 'Point', 'coordinates': [-73.86629116666316, 40.68540159987786]}",,,,Residential Building/House,,-73.86629116666316,PHONE,QUEENS,Unspecified,2020-03-26T05:46:14.000,Your complaint has been received by the Police Department and additional information will be availab,In Progress,91 AVENUE,,45893309,1021333,189015
140,,NYPD,New York City Police Department,,MANHATTAN,,,07 MANHATTAN,Illegal Parking,2020-03-26T01:17:19.000,CENTRAL PARK WEST,WEST  101 STREET,Blocked Sidewalk,,WEST  101 STREET,10025,CENTRAL PARK WEST,WEST  101 STREET,,40.79485146729844,"{'type': 'Point', 'coordinates': [-73.96236000334117, 40.79485146729844]}",,,,Street/Sidewalk,,-73.96236000334117,MOBILE,MANHATTAN,Unspecified,,,In Progress,WEST  101 STREET,,45893342,994672,228865
141,,NYPD,New York City Police Department,,QUEENS,WHITESTONE,,07 QUEENS,Noise - Vehicle,2020-03-26T01:17:22.000,152 STREET,154 STREET,Car/Truck Music,,152-25 10 AVENUE,11357,152 STREET,154 STREET,10 AVENUE,40.79346435202512,"{'type': 'Point', 'coordinates': [-73.8090734871628, 40.79346435202512]}",,,,Street/Sidewalk,,-73.8090734871628,ONLINE,QUEENS,Unspecified,,,In Progress,10 AVENUE,,45892819,1037116,228415
142,,NYPD,New York City Police Department,1016490001,MANHATTAN,NEW YORK,2020-03-26T01:40:50.000,11 MANHATTAN,Noise - Residential,2020-03-26T01:17:36.000,EAST  100 STREET,EAST  101 STREET,Loud Music/Party,,1809 THIRD AVENUE,10029,EAST  100 STREET,EAST  101 STREET,3 AVENUE,40.78795628932217,"{'type': 'Point', 'coordinates': [-73.9472979046361, 40.78795628932217]}",,,,Residential Building/House,,-73.9472979046361,MOBILE,MANHATTAN,Unspecified,2020-03-26T05:40:53.000,The Police Department responded to the complaint and determined that police action was not necessary,Closed,THIRD AVENUE,,45891334,998844,226355
143,,DCA,Department of Consumer Affairs,4096490025,QUEENS,JAMAICA,,08 QUEENS,Consumer Complaint,2020-03-26T01:17:51.000,84 DRIVE,86 AVENUE,Retail Store,,138-37 QUEENS BOULEVARD,11435,84 DRIVE,86 AVENUE,QUEENS BOULEVARD,40.708114131417034,"{'type': 'Point', 'coordinates': [-73.81793843847682, 40.708114131417034]}",,,,Commercial Building,,-73.81793843847682,ONLINE,QUEENS,Unspecified,,,In Progress,QUEENS BOULEVARD,,45894701,1034726,197314
144,,NYPD,New York City Police Department,2045090047,BRONX,BRONX,,11 BRONX,Noise - Residential,2020-03-26T01:19:58.000,ALLERTON AVENUE,ARNOW AVENUE,Loud Music/Party,,2745 CRUGER AVENUE,10467,ALLERTON AVENUE,ARNOW AVENUE,CRUGER AVENUE,40.86618938746139,"{'type': 'Point', 'coordinates': [-73.86632898516298, 40.86618938746139]}",,,,Residential Building/House,,-73.86632898516298,PHONE,BRONX,Unspecified,,,In Progress,CRUGER AVENUE,,45892823,1021222,254882
145,,NYPD,New York City Police Department,2025090006,BRONX,BRONX,,04 BRONX,Noise - Residential,2020-03-26T01:20:17.000,WEST  165 STREET,WEST  166 STREET,Loud Music/Party,,1072 WOODYCREST AVENUE,10452,WEST  165 STREET,WEST  166 STREET,WOODYCREST AVENUE,40.83428145089379,"{'type': 'Point', 'coordinates': [-73.92671353039653, 40.83428145089379]}",,,,Residential Building/House,,-73.92671353039653,MOBILE,BRONX,Unspecified,,,In Progress,WOODYCREST AVENUE,,45892169,1004530,243237
146,,NYPD,New York City Police Department,4082867504,QUEENS,LITTLE NECK,,11 QUEENS,Noise - Residential,2020-03-26T01:21:37.000,69 AVENUE,70 AVENUE,Loud Music/Party,,69-05 242 STREET,11362,69 AVENUE,70 AVENUE,242 STREET,40.750303025947964,"{'type': 'Point', 'coordinates': [-73.73659838310749, 40.750303025947964]}",,,,Residential Building/House,,-73.73659838310749,ONLINE,QUEENS,Unspecified,,,In Progress,242 STREET,,45892815,1057231,212742
147,,NYPD,New York City Police Department,1020770031,MANHATTAN,NEW YORK,,09 MANHATTAN,Noise - Residential,2020-03-26T01:22:16.000,WEST  145 STREET,WEST  146 STREET,Banging/Pounding,,1724 AMSTERDAM AVENUE,10031,WEST  145 STREET,WEST  146 STREET,AMSTERDAM AVENUE,40.82545478700589,"{'type': 'Point', 'coordinates': [-73.94745609412247, 40.82545478700589]}",,,,Residential Building/House,,-73.94745609412247,ONLINE,MANHATTAN,Unspecified,,,In Progress,AMSTERDAM AVENUE,,45891565,998792,240017
148,,NYPD,New York City Police Department,3036420020,BROOKLYN,BROOKLYN,,16 BROOKLYN,Illegal Parking,2020-03-26T01:24:31.000,LINDEN BOULEVARD,DITMAS AVENUE,Double Parked Blocking Traffic,,689 BRISTOL STREET,11236,LINDEN BOULEVARD,DITMAS AVENUE,BRISTOL STREET,40.65376822956101,"{'type': 'Point', 'coordinates': [-73.90858211664923, 40.65376822956101]}",,,,Street/Sidewalk,,-73.90858211664923,PHONE,BROOKLYN,Unspecified,,,In Progress,BRISTOL STREET,,45894609,1009616,177475
149,,NYPD,New York City Police Department,2033600062,BRONX,BRONX,,12 BRONX,Noise - Residential,2020-03-26T01:24:48.000,EAST GUN HILL ROAD,EAST  233 STREET,Loud Music/Party,,3556 WEBSTER AVENUE,10467,EAST GUN HILL ROAD,EAST  233 STREET,WEBSTER AVENUE,40.880733022106995,"{'type': 'Point', 'coordinates': [-73.87070073268308, 40.880733022106995]}",,,,Residential Building/House,,-73.87070073268308,ONLINE,BRONX,Unspecified,,,In Progress,WEBSTER AVENUE,,45891102,1020005,260179
150,,DCA,Department of Consumer Affairs,3040710031,BROOKLYN,BROOKLYN,,05 BROOKLYN,Consumer Complaint,2020-03-26T01:24:52.000,ATKINS AVENUE,MONTAUK AVENUE,Retail Store,,1108 BLAKE AVENUE,11208,ATKINS AVENUE,MONTAUK AVENUE,BLAKE AVENUE,40.670432729996016,"{'type': 'Point', 'coordinates': [-73.877164585093, 40.670432729996016]}",,,,Commercial Building,,-73.877164585093,ONLINE,BROOKLYN,Unspecified,,,In Progress,BLAKE AVENUE,,45894700,1018325,183557
151,,NYPD,New York City Police Department,3066000054,BROOKLYN,BROOKLYN,,11 BROOKLYN,Noise - Street/Sidewalk,2020-03-26T01:24:53.000,WEST    7 STREET,WEST    6 STREET,Loud Talking,,201 AVENUE P,11204,WEST    7 STREET,WEST    6 STREET,AVENUE P,40.60799239232493,"{'type': 'Point', 'coordinates': [-73.9805483973869, 40.60799239232493]}",,,,Street/Sidewalk,,-73.9805483973869,MOBILE,BROOKLYN,Unspecified,,,In Progress,AVENUE P,,45893351,989651,160785
152,,NYPD,New York City Police Department,1019330001,MANHATTAN,NEW YORK,,10 MANHATTAN,Noise - Residential,2020-03-26T01:25:03.000,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,Loud Music/Party,,217 WEST  127 STREET,10027,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  127 STREET,40.81054570887252,"{'type': 'Point', 'coordinates': [-73.94798083124056, 40.81054570887252]}",,,,,,-73.94798083124056,PHONE,MANHATTAN,Unspecified,,,In Progress,WEST  127 STREET,,45893329,998650,234585
153,,NYPD,New York City Police Department,3001497501,BROOKLYN,BROOKLYN,,02 BROOKLYN,Noise - Residential,2020-03-26T01:26:19.000,BOND STREET,UNIVERSITY PLAZA,Loud Music/Party,,7 DEKALB AVENUE,11201,BOND STREET,UNIVERSITY PLAZA,DEKALB AVENUE,40.68998211503051,"{'type': 'Point', 'coordinates': [-73.98246806465372, 40.68998211503051]}",,,,Residential Building/House,,-73.98246806465372,ONLINE,BROOKLYN,Unspecified,,,In Progress,DEKALB AVENUE,,45892320,989112,190656
154,,NYPD,New York City Police Department,2033430204,BRONX,BRONX,,07 BRONX,Noise - Residential,2020-03-26T01:27:31.000,TRYON AVENUE,KINGS COLLEGE PLACE,Loud Music/Party,,250 EAST GUN HILL ROAD,10467,TRYON AVENUE,KINGS COLLEGE PLACE,EAST GUN HILL ROAD,40.87991826767398,"{'type': 'Point', 'coordinates': [-73.87608686147225, 40.87991826767398]}",,,,Residential Building/House,,-73.87608686147225,ONLINE,BRONX,Unspecified,,,In Progress,EAST GUN HILL ROAD,,45891573,1018516,259880
