,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
1783,ADDRESS,HPD,Department of Housing Preservation and Development,2030400007,BRONX,,,BRONX,,06 BRONX,HEAT/HOT WATER,2020-03-25T13:22:17.000,,,ENTIRE BUILDING,,,444 EAST  187 STREET,10458,,,,40.85804280062925,"{'type': 'Point', 'coordinates': [-73.89226509027364, 40.85804280062925]}",,,,RESIDENTIAL BUILDING,,-73.89226509027364,PHONE,BRONX,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST  187 STREET,,,45891149,,1014052,251904
1784,ADDRESS,HPD,Department of Housing Preservation and Development,3013570055,BROOKLYN,,,BROOKLYN,,08 BROOKLYN,HEAT/HOT WATER,2020-03-25T13:22:21.000,,,APARTMENT ONLY,,,444 RALPH AVENUE,11233,,,,40.67402642468049,"{'type': 'Point', 'coordinates': [-73.92210933353053, 40.67402642468049]}",,,,RESIDENTIAL BUILDING,,-73.92210933353053,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,RALPH AVENUE,,,45895873,,1005856,184852
1785,ADDRESS,HPD,Department of Housing Preservation and Development,4050500004,QUEENS,,,Flushing,,07 QUEENS,HEAT/HOT WATER,2020-03-25T13:22:26.000,,,ENTIRE BUILDING,,,144-20 41 AVENUE,11355,,,,40.76067285191323,"{'type': 'Point', 'coordinates': [-73.82100744819266, 40.76067285191323]}",,,,RESIDENTIAL BUILDING,,-73.82100744819266,PHONE,QUEENS,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,41 AVENUE,,,45894840,,1033836,216461
1786,,DPR,Department of Parks and Recreation,4054250038,QUEENS,,,FLUSHING,,07 QUEENS,Dead/Dying Tree,2020-03-25T13:22:31.000,43 AVENUE,45 AVENUE,Planted More Than 2 Years Ago,,,43-03 167 STREET,11358,43 AVENUE,45 AVENUE,167 STREET,40.758024558947724,"{'type': 'Point', 'coordinates': [-73.79957713769961, 40.758024558947724]}",,,,Street,,-73.79957713769961,PHONE,QUEENS,Unspecified,,,,In Progress,167 STREET,,,45895462,,1039775,215509
1787,,DPR,Department of Parks and Recreation,4011980014,QUEENS,,,WOODSIDE,,02 QUEENS,Dead/Dying Tree,2020-03-25T13:22:38.000,BROADWAY,37 AVENUE,Planted More Than 2 Years Ago,,,34-59 59 STREET,11377,BROADWAY,37 AVENUE,59 STREET,40.75124393015119,"{'type': 'Point', 'coordinates': [-73.90285765580653, 40.75124393015119]}",,,,Street,,-73.90285765580653,UNKNOWN,QUEENS,Unspecified,,,,In Progress,59 STREET,,,45893947,,1011165,212990
1788,,NYPD,New York City Police Department,3073210001,BROOKLYN,,,BROOKLYN,2020-03-25T15:39:58.000,15 BROOKLYN,Animal-Abuse,2020-03-25T13:22:55.000,EAST   16 STREET,EAST   17 STREET,Neglected,,,1600 AVENUE T,11229,EAST   16 STREET,EAST   17 STREET,AVENUE T,40.601200386013765,"{'type': 'Point', 'coordinates': [-73.95575669560667, 40.601200386013765]}",,,,Residential Building/House,,-73.95575669560667,ONLINE,BROOKLYN,Unspecified,2020-03-25T19:40:01.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,AVENUE T,,,45893795,,996536,158313
1789,,NYPD,New York City Police Department,,BROOKLYN,,,BROOKLYN,2020-03-25T14:27:29.000,11 BROOKLYN,Abandoned Vehicle,2020-03-25T13:22:57.000,62 STREET,63 STREET,With License Plate,,,6200 19 AVENUE,11204,62 STREET,63 STREET,19 AVENUE,40.619491170599986,"{'type': 'Point', 'coordinates': [-73.98636964565236, 40.619491170599986]}",,,,Street/Sidewalk,,-73.98636964565236,MOBILE,BROOKLYN,Unspecified,2020-03-25T18:27:32.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,19 AVENUE,,,45896293,,988034,164974
1790,,NYPD,New York City Police Department,4119440008,QUEENS,,,JAMAICA,2020-03-25T15:11:04.000,12 QUEENS,Noise - Residential,2020-03-25T13:22:57.000,LIVERPOOL STREET,SPA PLACE,Banging/Pounding,,,146-16 LAKEWOOD AVENUE,11435,LIVERPOOL STREET,SPA PLACE,LAKEWOOD AVENUE,40.69195314850534,"{'type': 'Point', 'coordinates': [-73.80148139527033, 40.69195314850534]}",,,,Residential Building/House,,-73.80148139527033,MOBILE,QUEENS,Unspecified,2020-03-25T19:11:06.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,LAKEWOOD AVENUE,,,45891310,,1039302,191436
1791,,DOT,Department of Transportation,1008600064,MANHATTAN,,,NEW YORK,2020-03-25T15:56:36.000,05 MANHATTAN,Street Condition,2020-03-25T13:23:38.000,EAST   30 STREET,EAST   31 STREET,Defective Hardware,,,128 MADISON AVENUE,10016,EAST   30 STREET,EAST   31 STREET,MADISON AVENUE,40.74564888274301,"{'type': 'Point', 'coordinates': [-73.9845105018471, 40.74564888274301]}",,,,Street,,-73.9845105018471,ONLINE,MANHATTAN,Unspecified,2020-03-25T19:56:38.000,The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR),,Closed,MADISON AVENUE,,,45894380,,988542,210937
1792,ADDRESS,HPD,Department of Housing Preservation and Development,3052080025,BROOKLYN,,,BROOKLYN,,14 BROOKLYN,HEAT/HOT WATER,2020-03-25T13:23:48.000,,,ENTIRE BUILDING,,,2215 NEWKIRK AVENUE,11226,,,,40.63876319738314,"{'type': 'Point', 'coordinates': [-73.95662536998938, 40.63876319738314]}",,,,RESIDENTIAL BUILDING,,-73.95662536998938,ONLINE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,NEWKIRK AVENUE,,,45894622,,996288,171998
1793,,DCA,Department of Consumer Affairs,2027920037,BRONX,,,BRONX,,04 BRONX,Consumer Complaint,2020-03-25T13:24:07.000,WEEKS AVENUE,MONROE AVENUE,Bodega/Deli/Supermarket,,,230 EAST  174 STREET,10457,WEEKS AVENUE,MONROE AVENUE,EAST  174 STREET,40.84471944088193,"{'type': 'Point', 'coordinates': [-73.90742697177579, 40.84471944088193]}",,,,,,-73.90742697177579,PHONE,BRONX,Unspecified,,,,In Progress,EAST  174 STREET,,,45892451,,1009863,247045
1794,ADDRESS,DEP,Department of Environmental Protection,1013390010,MANHATTAN,,,NEW YORK,,06 MANHATTAN,Noise,2020-03-25T13:25:00.000,2 AVE,1 AVE,Noise: Construction Equipment (NC1),,N/A,315 EAST   46 STREET,10017,,,,40.752140028363556,"{'type': 'Point', 'coordinates': [-73.96975788591635, 40.752140028363556]}",,,,,,-73.96975788591635,ONLINE,MANHATTAN,Unspecified,,,,Open,EAST   46 STREET,,,45894382,,992629,213303
1795,,NYPD,New York City Police Department,1008010034,MANHATTAN,,,NEW YORK,,04 MANHATTAN,Homeless Street Condition,2020-03-25T13:25:51.000,WEST   25 STREET,WEST   26 STREET,N/A,,,757 6 AVENUE,10010,WEST   25 STREET,WEST   26 STREET,AVENUE OF THE AMERICAS,40.74433215080631,"{'type': 'Point', 'coordinates': [-73.9917754267287, 40.74433215080631]}",,,,Street/Sidewalk,,-73.9917754267287,PHONE,MANHATTAN,Unspecified,,,,In Progress,6 AVENUE,,,45894864,,986529,210457
1796,,DCA,Department of Consumer Affairs,3047850026,BROOKLYN,,,BROOKLYN,,17 BROOKLYN,Consumer Complaint,2020-03-25T13:26:11.000,FOSTER AVENUE,FARRAGUT ROAD,Tow Truck Company,,,918 EAST   51 STREET,11203,FOSTER AVENUE,FARRAGUT ROAD,EAST   51 STREET,40.638757065775124,"{'type': 'Point', 'coordinates': [-73.92799119759786, 40.638757065775124]}",,,,Commercial Building,,-73.92799119759786,ONLINE,BROOKLYN,Unspecified,,,,In Progress,EAST   51 STREET,,,45894082,,1004235,172001
1797,ADDRESS,HPD,Department of Housing Preservation and Development,3012960052,BROOKLYN,,,BROOKLYN,,09 BROOKLYN,HEAT/HOT WATER,2020-03-25T13:26:33.000,,,ENTIRE BUILDING,,,377 MONTGOMERY STREET,11225,,,,40.66546535036319,"{'type': 'Point', 'coordinates': [-73.95200134641678, 40.66546535036319]}",,,,RESIDENTIAL BUILDING,,-73.95200134641678,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Open,MONTGOMERY STREET,,,45892116,,997566,181727
1798,,NYPD,New York City Police Department,3055907502,BROOKLYN,,,BROOKLYN,2020-03-25T14:23:52.000,12 BROOKLYN,Blocked Driveway,2020-03-25T13:26:34.000,9 AVENUE,NEW UTRECHT AVENUE,No Access,,,970 41 STREET,11219,9 AVENUE,NEW UTRECHT AVENUE,41 STREET,40.64402478671058,"{'type': 'Point', 'coordinates': [-73.99495520285376, 40.64402478671058]}",,,,Street/Sidewalk,,-73.99495520285376,MOBILE,BROOKLYN,Unspecified,2020-03-25T18:23:55.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,41 STREET,,,45891275,,985650,173912
1799,,NYPD,New York City Police Department,3039340004,BROOKLYN,,,BROOKLYN,2020-03-25T15:17:39.000,05 BROOKLYN,Noise - House of Worship,2020-03-25T13:26:41.000,ARLINGTON AVENUE,FULTON STREET,Banging/Pounding,,,141 HENDRIX STREET,11207,ARLINGTON AVENUE,FULTON STREET,HENDRIX STREET,40.67891701194866,"{'type': 'Point', 'coordinates': [-73.89095731433787, 40.67891701194866]}",,,,House of Worship,,-73.89095731433787,ONLINE,BROOKLYN,Unspecified,2020-03-25T19:17:42.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,HENDRIX STREET,,,45892256,,1014495,186643
1800,,DOHMH,Department of Health and Mental Hygiene,4006360039,QUEENS,,,LONG ISLAND CITY,,01 QUEENS,Rodent,2020-03-25T13:27:54.000,36 AVENUE,37 AVENUE,Rat Sighting,,,36-22 37 STREET,11101,36 AVENUE,37 AVENUE,37 STREET,40.75375848256979,"{'type': 'Point', 'coordinates': [-73.925441390171, 40.75375848256979]}",,,,1-2 Family Dwelling,,-73.925441390171,ONLINE,QUEENS,Unspecified,,,,In Progress,37 STREET,,,45893496,,1004907,213900
1801,,NYPD,New York City Police Department,4017810114,QUEENS,,,CORONA,2020-03-25T18:30:20.000,03 QUEENS,Blocked Driveway,2020-03-25T13:27:54.000,111 STREET,111 STREET,No Access,,,111-10 37 AVENUE,11368,111 STREET,111 STREET,37 AVENUE,40.75421502527148,"{'type': 'Point', 'coordinates': [-73.85673613855423, 40.75421502527148]}",,,,Street/Sidewalk,,-73.85673613855423,MOBILE,QUEENS,Unspecified,2020-03-25T22:30:22.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,37 AVENUE,,,45895272,,1023942,214090
1802,ADDRESS,HPD,Department of Housing Preservation and Development,1021280044,MANHATTAN,,,NEW YORK,,12 MANHATTAN,HEAT/HOT WATER,2020-03-25T13:28:26.000,,,APARTMENT ONLY,,,2244 AMSTERDAM AVENUE,10032,,,,40.84204590792288,"{'type': 'Point', 'coordinates': [-73.93534280408296, 40.84204590792288]}",,,,RESIDENTIAL BUILDING,,-73.93534280408296,MOBILE,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Open,AMSTERDAM AVENUE,,,45895880,,1002140,246064
1803,ADDRESS,HPD,Department of Housing Preservation and Development,2032900065,BRONX,,,BRONX,,07 BRONX,PAINT/PLASTER,2020-03-25T13:28:42.000,,,CEILING,,,319 EAST  197 STREET,10458,,,,40.866863980062995,"{'type': 'Point', 'coordinates': [-73.88906553988873, 40.866863980062995]}",,,,RESIDENTIAL BUILDING,,-73.88906553988873,PHONE,BRONX,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST  197 STREET,,,45892162,,1014933,255119
1804,,TLC,Taxi and Limousine Commission,,BROOKLYN,,,,,01 BROOKLYN,Taxi Complaint,2020-03-25T13:29:34.000,RODNEY STREET,SOUTH    4 STREET,Driver Complaint - Non Passenger,,,RODNEY STREET,11211,RODNEY STREET,SOUTH    4 STREET,,40.70932834625577,"{'type': 'Point', 'coordinates': [-73.95588691759781, 40.70932834625577]}",,,,,,-73.95588691759781,PHONE,BROOKLYN,Unspecified,,,,In Progress,RODNEY STREET,,"RODNEY STREET AND SOUTH    4 STREET, BROOKLYN, NY, 11211",45895959,,996480,197707
1805,,DOHMH,Department of Health and Mental Hygiene,1009140007,MANHATTAN,,,NEW YORK,,06 MANHATTAN,Rodent,2020-03-25T13:29:40.000,3 AVENUE,2 AVENUE,Rat Sighting,,,207 EAST   33 STREET,10016,3 AVENUE,2 AVENUE,EAST   33 STREET,40.74487932560402,"{'type': 'Point', 'coordinates': [-73.97816987592634, 40.74487932560402]}",,,,Other (Explain Below),,-73.97816987592634,ONLINE,MANHATTAN,Unspecified,,,,In Progress,EAST   33 STREET,,,45891079,,990299,210657
1806,,DOT,Department of Transportation,3010587504,BROOKLYN,,,BROOKLYN,,06 BROOKLYN,Curb Condition,2020-03-25T13:29:50.000,7 AVENUE,FLATBUSH AVENUE,Broken Curb,,,150 STERLING PLACE,11217,7 AVENUE,FLATBUSH AVENUE,STERLING PLACE,40.67685755872275,"{'type': 'Point', 'coordinates': [-73.97313404518533, 40.67685755872275]}",,,,Sidewalk,,-73.97313404518533,ONLINE,BROOKLYN,Unspecified,,,,In Progress,STERLING PLACE,,,45893460,,991702,185875
1807,BLOCKFACE,DOT,Department of Transportation,,BROOKLYN,,,BROOKLYN,,15 BROOKLYN,Street Condition,2020-03-25T13:30:30.000,JOHN E NIKAS WAY,AVENUE V,Pothole,,,EAST   12 STREET,11229,,,,40.59542949937576,"{'type': 'Point', 'coordinates': [-73.9596241825663, 40.59542949937576]}",,,,,,-73.9596241825663,UNKNOWN,BROOKLYN,Unspecified,2020-03-25T13:30:30.000,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,,Open,EAST   12 STREET,,,45891521,,995463,156210
1808,,NYPD,New York City Police Department,2045600003,BRONX,,,BRONX,2020-03-25T18:25:07.000,11 BRONX,Animal-Abuse,2020-03-25T13:30:32.000,HERING AVENUE,TENBROECK AVENUE,Neglected,,,1159 ARNOW AVENUE,10469,HERING AVENUE,TENBROECK AVENUE,ARNOW AVENUE,40.8676449783831,"{'type': 'Point', 'coordinates': [-73.85350532416112, 40.8676449783831]}",,,,Residential Building/House,,-73.85350532416112,ONLINE,BRONX,Unspecified,2020-03-25T22:25:11.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,ARNOW AVENUE,,,45894339,,1024768,255418
1809,,DCA,Department of Consumer Affairs,4087900034,QUEENS,,,GLEN OAKS,,13 QUEENS,Consumer Complaint,2020-03-25T13:30:35.000,260 STREET,261 STREET,Bodega/Deli/Supermarket,,,260-04 HILLSIDE AVENUE,11004,260 STREET,261 STREET,HILLSIDE AVENUE,40.7373615257179,"{'type': 'Point', 'coordinates': [-73.7081568876874, 40.7373615257179]}",,,,Commercial Building,,-73.7081568876874,ONLINE,QUEENS,Unspecified,,,,In Progress,HILLSIDE AVENUE,,,45890960,,1065127,208052
1810,,NYPD,New York City Police Department,3016580047,BROOKLYN,,,BROOKLYN,2020-03-25T15:15:18.000,03 BROOKLYN,Noise - Residential,2020-03-25T13:30:50.000,JEFFERSON AVENUE,HANCOCK STREET,Loud Music/Party,,,112 RALPH AVENUE,11221,JEFFERSON AVENUE,HANCOCK STREET,RALPH AVENUE,40.68607956640921,"{'type': 'Point', 'coordinates': [-73.92335724950208, 40.68607956640921]}",,,,,,-73.92335724950208,PHONE,BROOKLYN,Unspecified,2020-03-25T19:15:20.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,RALPH AVENUE,,,45895060,,1005506,189243
1811,ADDRESS,DEP,Department of Environmental Protection,3043250024,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,Sewer,2020-03-25T13:31:00.000,VERMONT ST,WYONA ST,Catch Basin Clogged/Flooding (Use Comments) (SC),,,2007 LINDEN BOULEVARD,11207,,,,40.65958025391518,"{'type': 'Point', 'coordinates': [-73.88831455446555, 40.65958025391518]}",,,,,,-73.88831455446555,PHONE,BROOKLYN,Unspecified,,,,Open,LINDEN BOULEVARD,,,45895141,,1015237,179599
1812,,DOT,Department of Transportation,,Unspecified,East/Queens Bound,3 Ave (Exit 21),,,0 Unspecified,Highway Condition,2020-03-25T13:31:07.000,,,Pothole - Highway,,,,,,,,,,,,,Highway,,,PHONE,Unspecified,Unspecified,,,Ramp,In Progress,,,,45894471,,,
1813,,DPR,Department of Parks and Recreation,4118140039,QUEENS,,,SOUTH OZONE PARK,,10 QUEENS,Damaged Tree,2020-03-25T13:31:19.000,114 STREET,114 PLACE,Branch or Limb Has Fallen Down,,,114-14 149 AVENUE,11420,114 STREET,114 PLACE,149 AVENUE,40.66962081186241,"{'type': 'Point', 'coordinates': [-73.82644273438676, 40.66962081186241]}",,,,Street,,-73.82644273438676,PHONE,QUEENS,Unspecified,2020-03-25T23:41:39.000,The Department of Parks and Recreation has reviewed this request and will visit the location to inve,,In Progress,149 AVENUE,,,45894631,,1032396,183285
1814,,DCA,Department of Consumer Affairs,4117490048,QUEENS,,,SOUTH OZONE PARK,,10 QUEENS,Consumer Complaint,2020-03-25T13:31:20.000,127 STREET,128 STREET,Bodega/Deli/Supermarket,,,127-20 ROCKAWAY BOULEVARD,11420,127 STREET,128 STREET,ROCKAWAY BOULEVARD,40.67516201017336,"{'type': 'Point', 'coordinates': [-73.8104612527428, 40.67516201017336]}",,,,,,-73.8104612527428,PHONE,QUEENS,Unspecified,,,,In Progress,ROCKAWAY BOULEVARD,,,45894504,,1036825,185313
1815,ADDRESS,HPD,Department of Housing Preservation and Development,1021740131,MANHATTAN,,,NEW YORK,,12 MANHATTAN,PLUMBING,2020-03-25T13:31:26.000,,,WATER SUPPLY,,,30 SICKLES STREET,10040,,,,40.861295506837514,"{'type': 'Point', 'coordinates': [-73.9277574760874, 40.861295506837514]}",,,,RESIDENTIAL BUILDING,,-73.9277574760874,PHONE,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,SICKLES STREET,,,45895535,,1004233,253079
1816,,NYPD,New York City Police Department,,BROOKLYN,,,,2020-03-25T14:02:15.000,12 BROOKLYN,Illegal Parking,2020-03-25T13:31:33.000,AVENUE C,MCDONALD AVENUE,Double Parked Blocking Traffic,,,AVENUE C,11218,AVENUE C,MCDONALD AVENUE,,40.64031753161008,"{'type': 'Point', 'coordinates': [-73.97906525480896, 40.64031753161008]}",,,,,,-73.97906525480896,PHONE,BROOKLYN,Unspecified,2020-03-25T18:02:19.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,AVENUE C,,,45890894,,990060,172562
1817,ADDRESS,HPD,Department of Housing Preservation and Development,1017170011,MANHATTAN,,,NEW YORK,,10 MANHATTAN,PAINT/PLASTER,2020-03-25T13:31:56.000,,,CEILING,,,69 WEST  118 STREET,10026,,,,40.802819089440554,"{'type': 'Point', 'coordinates': [-73.94749563435697, 40.802819089440554]}",,,,RESIDENTIAL BUILDING,,-73.94749563435697,PHONE,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WEST  118 STREET,,,45896074,,998786,231770
1818,ADDRESS,HPD,Department of Housing Preservation and Development,1017170011,MANHATTAN,,,NEW YORK,,10 MANHATTAN,FLOORING/STAIRS,2020-03-25T13:31:56.000,,,FLOOR,,,69 WEST  118 STREET,10026,,,,40.802819089440554,"{'type': 'Point', 'coordinates': [-73.94749563435697, 40.802819089440554]}",,,,RESIDENTIAL BUILDING,,-73.94749563435697,PHONE,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WEST  118 STREET,,,45894046,,998786,231770
1819,ADDRESS,HPD,Department of Housing Preservation and Development,1017170011,MANHATTAN,,,NEW YORK,,10 MANHATTAN,DOOR/WINDOW,2020-03-25T13:31:57.000,,,WINDOW FRAME,,,69 WEST  118 STREET,10026,,,,40.802819089440554,"{'type': 'Point', 'coordinates': [-73.94749563435697, 40.802819089440554]}",,,,RESIDENTIAL BUILDING,,-73.94749563435697,PHONE,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WEST  118 STREET,,,45894043,,998786,231770
1820,ADDRESS,HPD,Department of Housing Preservation and Development,1017170011,MANHATTAN,,,NEW YORK,,10 MANHATTAN,ELECTRIC,2020-03-25T13:31:57.000,,,WIRING,,,69 WEST  118 STREET,10026,,,,40.802819089440554,"{'type': 'Point', 'coordinates': [-73.94749563435697, 40.802819089440554]}",,,,RESIDENTIAL BUILDING,,-73.94749563435697,PHONE,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WEST  118 STREET,,,45894532,,998786,231770
1821,ADDRESS,HPD,Department of Housing Preservation and Development,1017170011,MANHATTAN,,,NEW YORK,,10 MANHATTAN,PAINT/PLASTER,2020-03-25T13:31:57.000,,,WALL,,,69 WEST  118 STREET,10026,,,,40.802819089440554,"{'type': 'Point', 'coordinates': [-73.94749563435697, 40.802819089440554]}",,,,RESIDENTIAL BUILDING,,-73.94749563435697,PHONE,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WEST  118 STREET,,,45891723,,998786,231770
1822,ADDRESS,DSNY,BCC - Brooklyn North,3037150037,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,Derelict Vehicles,2020-03-25T13:32:00.000,GLENMORE AVENUE,PITKIN AVENUE,14 Derelict Vehicles,,DSNY Garage,163 SNEDIKER AVENUE,11207,,,,40.671493686466704,"{'type': 'Point', 'coordinates': [-73.90152463645659, 40.671493686466704]}",,,,Street,,-73.90152463645659,PHONE,BROOKLYN,Unspecified,2020-03-25T13:32:00.000,The Department of Sanitation is in the process of investigating this complaint.,,Open,SNEDIKER AVENUE,,,45893998,,1011567,183935
1823,,NYPD,New York City Police Department,4007070014,QUEENS,,,ASTORIA,2020-03-25T17:31:52.000,01 QUEENS,Abandoned Vehicle,2020-03-25T13:32:08.000,BROADWAY,34 AVENUE,With License Plate,,,32-63 44 STREET,11103,BROADWAY,34 AVENUE,44 STREET,40.75703481133752,"{'type': 'Point', 'coordinates': [-73.91615037262278, 40.75703481133752]}",,,,Street/Sidewalk,,-73.91615037262278,MOBILE,QUEENS,Unspecified,2020-03-25T21:31:55.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,44 STREET,,,45895567,,1007480,215096
1824,,DCA,Department of Consumer Affairs,2039387501,BRONX,,,BRONX,,09 BRONX,Consumer Complaint,2020-03-25T13:32:25.000,YANKEE MALL,PARKCHESTER ROAD,Retail Store,,,1448 METROPOLITAN AVENUE,10462,YANKEE MALL,PARKCHESTER ROAD,METROPOLITAN AVENUE,40.8366114580397,"{'type': 'Point', 'coordinates': [-73.86086643231587, 40.8366114580397]}",,,,,,-73.86086643231587,PHONE,BRONX,Unspecified,,,,In Progress,METROPOLITAN AVENUE,,,45891055,,1022750,244108
1825,ADDRESS,DOT,Department of Transportation,4053130009,QUEENS,,,Flushing,,11 QUEENS,Street Condition,2020-03-25T13:32:44.000,192 STREET,194 STREET,Pothole,,,192-18 35 AVENUE,11358,,,,40.764338847028675,"{'type': 'Point', 'coordinates': [-73.78956580661229, 40.764338847028675]}",,,,,,-73.78956580661229,UNKNOWN,QUEENS,Unspecified,2020-03-25T13:32:44.000,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,,Open,35 AVENUE,,,45894512,,1042543,217816
1826,,DCA,Department of Consumer Affairs,4050200034,QUEENS,,,FLUSHING,,07 QUEENS,Consumer Complaint,2020-03-25T13:32:50.000,UNION STREET,BOWNE STREET,Retail Store,,,142-41 ROOSEVELT AVENUE,11354,UNION STREET,BOWNE STREET,ROOSEVELT AVENUE,40.76070188510173,"{'type': 'Point', 'coordinates': [-73.82562062566856, 40.76070188510173]}",,,,Commercial Building,,-73.82562062566856,ONLINE,QUEENS,Unspecified,,,,In Progress,ROOSEVELT AVENUE,,,45894618,,1032558,216469
1827,,NYPD,New York City Police Department,,STATEN ISLAND,,,,2020-03-25T15:11:05.000,02 STATEN ISLAND,Illegal Parking,2020-03-25T13:33:31.000,FOCH AVENUE,HICKORY AVENUE,Commercial Overnight Parking,,,FOCH AVENUE,10305,FOCH AVENUE,HICKORY AVENUE,,40.593925986031856,"{'type': 'Point', 'coordinates': [-74.0725869830716, 40.593925986031856]}",,,,Street/Sidewalk,,-74.0725869830716,PHONE,STATEN ISLAND,Unspecified,2020-03-25T19:11:06.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,FOCH AVENUE,,,45891806,,964091,155668
1828,,NYPD,New York City Police Department,4003860029,QUEENS,,,LONG ISLAND CITY,2020-03-25T19:10:23.000,01 QUEENS,Noise - Commercial,2020-03-25T13:33:33.000,27 STREET,28 STREET,Banging/Pounding,,,27-19 39 AVENUE,11101,27 STREET,28 STREET,39 AVENUE,40.75423406710348,"{'type': 'Point', 'coordinates': [-73.93578897723164, 40.75423406710348]}",,,,Store/Commercial,,-73.93578897723164,MOBILE,QUEENS,Unspecified,2020-03-25T23:10:25.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,39 AVENUE,,,45894350,,1002040,214071
1829,ADDRESS,DOT,Department of Transportation,4053130006,QUEENS,,,Flushing,2020-03-25T13:34:35.000,11 QUEENS,Street Condition,2020-03-25T13:34:35.000,192 STREET,194 STREET,Pothole,,,192-10 35 AVENUE,11358,,,,40.764344488121154,"{'type': 'Point', 'coordinates': [-73.78964881756025, 40.764344488121154]}",,,,,,-73.78964881756025,UNKNOWN,QUEENS,Unspecified,2020-03-25T13:34:35.000,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,35 AVENUE,,,45893737,,1042520,217818
1830,,NYPD,New York City Police Department,2026190001,BRONX,,,BRONX,2020-03-25T18:33:31.000,01 BRONX,Blocked Driveway,2020-03-25T13:34:44.000,EAST  159 STREET,EAST  161 STREET,No Access,,,838 ST ANNS AVENUE,10456,EAST  159 STREET,EAST  161 STREET,ST ANNS AVENUE,40.82167116658444,"{'type': 'Point', 'coordinates': [-73.90973525539141, 40.82167116658444]}",,,,Street/Sidewalk,,-73.90973525539141,PHONE,BRONX,Unspecified,2020-03-25T22:33:34.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ST ANNS AVENUE,,,45893906,,1009233,238647
