,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
3206,ADDRESS,HPD,Department of Housing Preservation and Development,1016120001,MANHATTAN,,,NEW YORK,2020-03-18T21:19:19.000,11 MANHATTAN,HEAT/HOT WATER,2020-03-18T15:24:46.000,,,APARTMENT ONLY,,,4 EAST  107 STREET,10029,,,,40.794830448783166,"{'type': 'Point', 'coordinates': [-73.95034425614466, 40.794830448783166]}",,,,RESIDENTIAL BUILDING,,-73.95034425614466,PHONE,MANHATTAN,Unspecified,2020-03-18T21:19:19.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,EAST  107 STREET,,,45856035,997999,228859
3207,,NYPD,New York City Police Department,3050470043,BROOKLYN,,,BROOKLYN,2020-03-18T18:23:31.000,09 BROOKLYN,Noise - Street/Sidewalk,2020-03-18T15:24:46.000,HAWTHORNE STREET,WINTHROP STREET,Loud Talking,,,1216 NOSTRAND AVENUE,11225,HAWTHORNE STREET,WINTHROP STREET,NOSTRAND AVENUE,40.65753496187438,"{'type': 'Point', 'coordinates': [-73.95030589035007, 40.65753496187438]}",,,,Street/Sidewalk,,-73.95030589035007,ONLINE,BROOKLYN,Unspecified,2020-03-18T22:23:33.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,NOSTRAND AVENUE,,,45851891,998038,178838
3208,,NYPD,New York City Police Department,3037530037,BROOKLYN,,,BROOKLYN,2020-03-18T19:06:21.000,05 BROOKLYN,Noise - Vehicle,2020-03-18T15:25:00.000,GEORGIA AVENUE,SHEFFIELD AVENUE,Car/Truck Music,,,611 SUTTER AVENUE,11207,GEORGIA AVENUE,SHEFFIELD AVENUE,SUTTER AVENUE,40.66920552563223,"{'type': 'Point', 'coordinates': [-73.89639479474273, 40.66920552563223]}",,,,Street/Sidewalk,,-73.89639479474273,ONLINE,BROOKLYN,Unspecified,2020-03-18T23:06:24.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,SUTTER AVENUE,,,45852518,1012991,183103
3209,,DCA,Department of Consumer Affairs,4079450002,QUEENS,,,QUEENS VILLAGE,2020-03-24T10:35:54.000,13 QUEENS,Consumer Complaint,2020-03-18T15:25:08.000,MANOR ROAD,88 AVENUE,Retail Store,,,220-46 HILLSIDE AVENUE,11427,MANOR ROAD,88 AVENUE,HILLSIDE AVENUE,40.73107576973474,"{'type': 'Point', 'coordinates': [-73.74258453472655, 40.73107576973474]}",,,,,,-73.74258453472655,PHONE,QUEENS,Unspecified,2020-03-24T14:36:00.000,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result,",,Closed,HILLSIDE AVENUE,,,45854754,1055593,205732
3210,ADDRESS,DOT,Department of Transportation,1021890025,MANHATTAN,,,NEW YORK,2020-03-19T13:05:00.000,12 MANHATTAN,Street Condition,2020-03-18T15:25:25.000,9 AVENUE,DEAD END,Pothole,,,300 WEST  215 STREET,10034,,,,40.868184742257846,"{'type': 'Point', 'coordinates': [-73.91200777919205, 40.868184742257846]}",,,,,,-73.91200777919205,UNKNOWN,MANHATTAN,Unspecified,2020-03-19T13:05:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,WEST  215 STREET,,,45859970,1008587,255593
3211,ADDRESS,HPD,Department of Housing Preservation and Development,3018010011,BROOKLYN,,,BROOKLYN,2020-03-23T08:16:04.000,03 BROOKLYN,ELECTRIC,2020-03-18T15:25:26.000,,,NO LIGHTING,,,670A GREENE AVENUE,11221,,,,40.68948558511431,"{'type': 'Point', 'coordinates': [-73.94166401542599, 40.68948558511431]}",,,,RESIDENTIAL BUILDING,,-73.94166401542599,PHONE,BROOKLYN,Unspecified,2020-03-23T08:16:04.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,GREENE AVENUE,,,45850982,1000428,190480
3212,ADDRESS,HPD,Department of Housing Preservation and Development,2031580014,BRONX,,,BRONX,2020-03-25T16:32:49.000,05 BRONX,GENERAL,2020-03-18T15:25:52.000,,,COOKING GAS,,,2250 GRAND CONCOURSE,10457,,,,40.85659819158759,"{'type': 'Point', 'coordinates': [-73.90043359312169, 40.85659819158759]}",,,,RESIDENTIAL BUILDING,,-73.90043359312169,PHONE,BRONX,Unspecified,2020-03-25T16:32:49.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,GRAND CONCOURSE,,,45852298,1011793,251375
3213,,NYPD,New York City Police Department,4088500073,QUEENS,,,WOODHAVEN,2020-03-18T15:29:45.000,09 QUEENS,Noise - Residential,2020-03-18T15:26:02.000,85 ROAD,85 DRIVE,Loud Music/Party,,,85-38 80 STREET,11421,85 ROAD,85 DRIVE,80 STREET,40.69456563355929,"{'type': 'Point', 'coordinates': [-73.86330491715871, 40.69456563355929]}",,,,Residential Building/House,,-73.86330491715871,ONLINE,QUEENS,Unspecified,2020-03-18T19:29:52.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,80 STREET,,,45854984,1022156,192355
3214,,NYPD,New York City Police Department,3086790007,BROOKLYN,,,BROOKLYN,2020-03-18T20:52:55.000,13 BROOKLYN,Illegal Parking,2020-03-18T15:26:11.000,BRIGHTON BEACH AVENUE,SEA BREEZE AVENUE,Posted Parking Sign Violation,,,3101 OCEAN PARKWAY,11235,BRIGHTON BEACH AVENUE,SEA BREEZE AVENUE,OCEAN PARKWAY,40.575856384293004,"{'type': 'Point', 'coordinates': [-73.96861738861244, 40.575856384293004]}",,,,Street/Sidewalk,,-73.96861738861244,ONLINE,BROOKLYN,Unspecified,2020-03-19T00:52:58.000,The Police Department issued a summons in response to the complaint.,,Closed,OCEAN PARKWAY,,,45856629,992968,149078
3215,,DOT,Department of Transportation,3065070001,BROOKLYN,,,BROOKLYN,,12 BROOKLYN,Sidewalk Condition,2020-03-18T15:26:17.000,ELMWOOD AVENUE,AVENUE I,Sidewalk Violation,,,992 EAST    5 STREET,11230,ELMWOOD AVENUE,AVENUE I,EAST    5 STREET,40.62720154225806,"{'type': 'Point', 'coordinates': [-73.97245874772166, 40.62720154225806]}",,,,Sidewalk,,-73.97245874772166,PHONE,BROOKLYN,Unspecified,,,,In Progress,EAST    5 STREET,,,45854494,991895,167784
3216,ADDRESS,HPD,Department of Housing Preservation and Development,3050650105,BROOKLYN,,,BROOKLYN,2020-03-20T10:31:15.000,17 BROOKLYN,ELECTRIC,2020-03-18T15:26:20.000,,,NO LIGHTING,,,115 LENOX ROAD,11226,,,,40.653834313530595,"{'type': 'Point', 'coordinates': [-73.95533256280027, 40.653834313530595]}",,,,RESIDENTIAL BUILDING,,-73.95533256280027,ONLINE,BROOKLYN,Unspecified,2020-03-20T10:31:15.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,LENOX ROAD,,,45850302,996644,177489
3217,ADDRESS,HPD,Department of Housing Preservation and Development,3050650105,BROOKLYN,,,BROOKLYN,2020-03-19T16:03:16.000,17 BROOKLYN,HEAT/HOT WATER,2020-03-18T15:26:20.000,,,APARTMENT ONLY,,,115 LENOX ROAD,11226,,,,40.653834313530595,"{'type': 'Point', 'coordinates': [-73.95533256280027, 40.653834313530595]}",,,,RESIDENTIAL BUILDING,,-73.95533256280027,ONLINE,BROOKLYN,Unspecified,2020-03-19T16:03:16.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,LENOX ROAD,,,45855378,996644,177489
3218,,DCA,Department of Consumer Affairs,1008960019,MANHATTAN,,,NEW YORK,2020-03-23T07:08:52.000,06 MANHATTAN,Consumer Complaint,2020-03-18T15:26:34.000,3 AVENUE,2 AVENUE,Retail Store,,,239 EAST   14 STREET,10003,3 AVENUE,2 AVENUE,EAST   14 STREET,40.732902473955264,"{'type': 'Point', 'coordinates': [-73.98623459187246, 40.732902473955264]}",,,,,,-73.98623459187246,PHONE,MANHATTAN,Unspecified,2020-03-23T11:08:56.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,EAST   14 STREET,,,45852724,988065,206293
3219,,NYPD,New York City Police Department,4047280154,QUEENS,,,WHITESTONE,2020-03-18T16:01:52.000,07 QUEENS,Illegal Parking,2020-03-18T15:26:45.000,154 STREET,CROSS ISLAND PARKWAY,Double Parked Blocking Traffic,,,155-18 LOCKE AVENUE,11357,154 STREET,CROSS ISLAND PARKWAY,LOCKE AVENUE,40.785187323716656,"{'type': 'Point', 'coordinates': [-73.80644308195356, 40.785187323716656]}",,,,Street/Sidewalk,,-73.80644308195356,MOBILE,QUEENS,Unspecified,2020-03-18T20:01:54.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,LOCKE AVENUE,,,45854250,1037851,225401
3220,,DCA,Department of Consumer Affairs,2026830045,BRONX,,,BRONX,2020-03-23T07:09:45.000,02 BRONX,Consumer Complaint,2020-03-18T15:26:48.000,EAST  149 STREET,AVENUE ST JOHN,Retail Store,,,561 SOUTHERN BOULEVARD,10455,EAST  149 STREET,AVENUE ST JOHN,SOUTHERN BOULEVARD,40.81239972519553,"{'type': 'Point', 'coordinates': [-73.90324524931965, 40.81239972519553]}",,,,,,-73.90324524931965,PHONE,BRONX,Unspecified,2020-03-23T11:09:46.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,SOUTHERN BOULEVARD,,,45854118,1011033,235271
3221,,DCA,Department of Consumer Affairs,4097690068,QUEENS,,,JAMAICA,,08 QUEENS,Consumer Complaint,2020-03-18T15:26:51.000,161 STREET,162 STREET,Car Dealer - Used,,,161-05 HILLSIDE AVENUE,11432,161 STREET,162 STREET,HILLSIDE AVENUE,40.70825340141655,"{'type': 'Point', 'coordinates': [-73.80092788429403, 40.70825340141655]}",,,,,,-73.80092788429403,PHONE,QUEENS,Unspecified,2020-03-20T20:06:48.000,The Department of Consumer Affairs has already mailed you a complaint form. In order for DCA to be a,,In Progress,HILLSIDE AVENUE,,,45852705,1039442,197375
3222,,DOT,Department of Transportation,1022430347,MANHATTAN,,,NEW YORK,2020-03-19T11:37:22.000,12 MANHATTAN,Sidewalk Condition,2020-03-18T15:26:52.000,WEST  214 STREET,WEST  215 STREET,Blocked - Construction,,,50 PARK TERRACE WEST,10034,WEST  214 STREET,WEST  215 STREET,PARK TERRACE WEST,40.870782964990696,"{'type': 'Point', 'coordinates': [-73.91810043854045, 40.870782964990696]}",,,,Sidewalk,,-73.91810043854045,PHONE,MANHATTAN,Unspecified,2020-03-19T15:37:27.000,The Department of Transportation inspected the condition you reported and found that the condition m,,Closed,PARK TERRACE WEST,,,45852417,1006901,256538
3223,,DOHMH,Department of Health and Mental Hygiene,1021790100,MANHATTAN,,,NEW YORK,,12 MANHATTAN,Unsanitary Pigeon Condition,2020-03-18T15:26:52.000,WEST  181 STREET,WEST  183 STREET,Pigeon Waste,,,481 FORT WASHINGTON AVENUE,10033,WEST  181 STREET,WEST  183 STREET,FT WASHINGTON AVENUE,40.85143431373584,"{'type': 'Point', 'coordinates': [-73.93809528092072, 40.85143431373584]}",,,,3+ Family Apartment Building,,-73.93809528092072,PHONE,MANHATTAN,Unspecified,,,,In Progress,FORT WASHINGTON AVENUE,,,45854194,1001376,249484
3224,,NYPD,New York City Police Department,4091490023,QUEENS,,,OZONE PARK,2020-03-19T08:30:59.000,10 QUEENS,Blocked Driveway,2020-03-18T15:26:59.000,LIBERTY AVENUE,107 AVENUE,No Access,,,105-36 87 STREET,11417,LIBERTY AVENUE,107 AVENUE,87 STREET,40.67949309734743,"{'type': 'Point', 'coordinates': [-73.85144176989088, 40.67949309734743]}",,,,Street/Sidewalk,,-73.85144176989088,ONLINE,QUEENS,Unspecified,2020-03-19T12:31:01.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,87 STREET,,,45855052,1025455,186869
3225,ADDRESS,DEP,Department of Environmental Protection,,STATEN ISLAND,,,STATEN ISLAND,2020-03-18T18:30:00.000,03 STATEN ISLAND,Water System,2020-03-18T15:27:00.000,OAKLEY PL,GRACE RD,No Water (WNW),,,13 HOLLY PLACE,10306,,,,40.5742486707701,"{'type': 'Point', 'coordinates': [-74.123770827412, 40.5742486707701]}",,,,,,-74.123770827412,PHONE,STATEN ISLAND,Unspecified,2020-03-18T18:30:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,HOLLY PLACE,,,45855240,949866,148515
3226,,DOT,Department of Transportation,,Unspecified,Westbound,No Hangar Rd/No Boundary Rd (Exit 3) - End Nassau Expwy (Belt Pkwy),,2020-03-19T10:59:41.000,0 Unspecified,Highway Sign - Missing,2020-03-18T15:27:55.000,,,Other/Unknown,,,,,,,,,,,,,Highway,,,ONLINE,Unspecified,Unspecified,2020-03-19T14:59:44.000,The Department of Transportation has completed the request or corrected the condition.,Roadway,Closed,,,,45853142,,
3227,ADDRESS,DEP,Department of Environmental Protection,4077480500,QUEENS,,,Oakland Gardens,2020-03-19T08:27:00.000,11 QUEENS,Noise,2020-03-18T15:28:00.000,75 AVE,77 AVE,Noise: air condition/ventilation equipment (NV1),,N/A,75-40 BELL BOULEVARD,11364,,,,40.73737544386858,"{'type': 'Point', 'coordinates': [-73.75667300021216, 40.73737544386858]}",,,,,,-73.75667300021216,PHONE,QUEENS,Unspecified,2020-03-19T08:27:00.000,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,BELL BOULEVARD,,,45853252,1051682,208016
3228,BLOCKFACE,DOT,Department of Transportation,,BROOKLYN,,,BROOKLYN,2020-03-19T09:12:00.000,10 BROOKLYN,Street Condition,2020-03-18T15:28:16.000,7 AVENUE,10 AVENUE,Pothole,,,79 STREET,11228,,,,40.62281180746224,"{'type': 'Point', 'coordinates': [-74.01774123548893, 40.62281180746224]}",,,,,,-74.01774123548893,UNKNOWN,BROOKLYN,Unspecified,2020-03-19T09:12:00.000,The Department of Transportation inspected this complaint and did not find the reported problem.,,Closed,79 STREET,,,45852290,979325,166184
3229,ADDRESS,HPD,Department of Housing Preservation and Development,1004100011,MANHATTAN,,,NEW YORK,2020-03-19T16:01:48.000,03 MANHATTAN,HEAT/HOT WATER,2020-03-18T15:28:55.000,,,ENTIRE BUILDING,,,85 RIVINGTON STREET,10002,,,,40.720265911583,"{'type': 'Point', 'coordinates': [-73.98900058413871, 40.720265911583]}",,,,RESIDENTIAL BUILDING,,-73.98900058413871,MOBILE,MANHATTAN,Unspecified,2020-03-19T16:01:48.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,RIVINGTON STREET,,,45855057,987299,201689
3230,ADDRESS,HPD,Department of Housing Preservation and Development,3049810050,BROOKLYN,,,BROOKLYN,,17 BROOKLYN,DOOR/WINDOW,2020-03-18T15:28:56.000,,,DOOR,,,1414 BROOKLYN AVENUE,11210,,,,40.63838094134733,"{'type': 'Point', 'coordinates': [-73.94245093507828, 40.63838094134733]}",,,,RESIDENTIAL BUILDING,,-73.94245093507828,ONLINE,BROOKLYN,Unspecified,2020-03-18T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BROOKLYN AVENUE,,,45856670,1000222,171861
3231,,NYPD,New York City Police Department,2030570011,BRONX,,,BRONX,2020-03-18T20:16:10.000,06 BRONX,Noise - Residential,2020-03-18T15:28:59.000,WASHINGTON AVENUE,BATHGATE AVENUE,Banging/Pounding,,,480 EAST  188 STREET,10458,WASHINGTON AVENUE,BATHGATE AVENUE,EAST  188 STREET,40.85828805965668,"{'type': 'Point', 'coordinates': [-73.89039210329346, 40.85828805965668]}",,,,Residential Building/House,,-73.89039210329346,PHONE,BRONX,Unspecified,2020-03-19T00:16:12.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST  188 STREET,,,45853597,1014570,251994
3232,ADDRESS,DOB,Department of Buildings,4068350005,QUEENS,,,Fresh Meadows,2020-03-20T00:00:00.000,08 QUEENS,General Construction/Plumbing,2020-03-18T15:29:37.000,,,Building Permit - None,,,160-10 75 ROAD,11366,,,,40.72605747396038,"{'type': 'Point', 'coordinates': [-73.80828887492567, 40.72605747396038]}",,,,,,-73.80828887492567,UNKNOWN,QUEENS,Unspecified,2020-03-20T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,Closed,75 ROAD,,,45854713,1037387,203857
3233,,DCA,Department of Consumer Affairs,2039300064,BRONX,,,BRONX,2020-03-23T07:09:33.000,09 BRONX,Consumer Complaint,2020-03-18T15:29:58.000,EAST  177 STREET,PUGSLEY AVENUE,Retail Store,,,1969 WESTCHESTER AVENUE,10462,EAST  177 STREET,PUGSLEY AVENUE,WESTCHESTER AVENUE,40.833474228571866,"{'type': 'Point', 'coordinates': [-73.8585927534876, 40.833474228571866]}",,,,,,-73.8585927534876,PHONE,BRONX,Unspecified,2020-03-23T11:09:35.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,WESTCHESTER AVENUE,,,45853493,1023381,242966
3234,ADDRESS,DOB,Department of Buildings,1004450026,MANHATTAN,,,NEW YORK,2020-03-23T00:00:00.000,03 MANHATTAN,General Construction/Plumbing,2020-03-18T15:29:59.000,,,Building Permit - None,,,120 EAST    4 STREET,10003,,,,40.725530245190356,"{'type': 'Point', 'coordinates': [-73.98788128681461, 40.725530245190356]}",,,,,,-73.98788128681461,UNKNOWN,MANHATTAN,Unspecified,2020-03-23T00:00:00.000,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,,Assigned,EAST    4 STREET,,,45856566,987609,203607
3235,,NYPD,New York City Police Department,3019130009,BROOKLYN,,,BROOKLYN,2020-03-18T18:46:16.000,03 BROOKLYN,Non-Emergency Police Matter,2020-03-18T15:30:55.000,MYRTLE AVENUE,WILLOUGHBY AVENUE,Other (complaint details),,,181 FRANKLIN AVENUE,11205,MYRTLE AVENUE,WILLOUGHBY AVENUE,FRANKLIN AVENUE,40.69335451833713,"{'type': 'Point', 'coordinates': [-73.95778347283677, 40.69335451833713]}",,,,Street/Sidewalk,,-73.95778347283677,ONLINE,BROOKLYN,Unspecified,2020-03-18T22:46:20.000,Your request can not be processed at this time because of insufficient contact information. Please c,,Closed,FRANKLIN AVENUE,,,45852507,995957,191887
3236,ADDRESS,DEP,Department of Environmental Protection,1012700001,MANHATTAN,,,NEW YORK,2020-03-19T10:45:00.000,05 MANHATTAN,Noise,2020-03-18T15:31:00.000,5 AVE,AVENUE OF THE AMERICAS,Noise: Construction Before/After Hours (NM1),,N/A,65 WEST   54 STREET,10019,,,,40.76187188857365,"{'type': 'Point', 'coordinates': [-73.97733044223443, 40.76187188857365]}",,,,,,-73.97733044223443,ONLINE,MANHATTAN,Unspecified,2020-03-19T10:45:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,WEST   54 STREET,,,45855882,990530,216848
3237,ADDRESS,DEP,Department of Environmental Protection,4003320002,QUEENS,,,Astoria,2020-03-18T15:52:00.000,01 QUEENS,Sewer,2020-03-18T15:31:00.000,35 AVE,36 AVE,Manhole Overflow (Use Comments) (SA1),,,35-06 21 STREET,11106,,,,40.76125770531783,"{'type': 'Point', 'coordinates': [-73.93549342454992, 40.76125770531783]}",,,,,,-73.93549342454992,ONLINE,QUEENS,Unspecified,2020-03-18T15:52:00.000,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",,Closed,21 STREET,,,45854727,1002120,216630
3238,ADDRESS,DEP,Department of Environmental Protection,3052810026,BROOKLYN,,,BROOKLYN,2020-03-18T15:31:00.000,07 BROOKLYN,Water System,2020-03-18T15:31:00.000,GREENWOOD AVE,FT HAMILTON PKWY,Hydrant Running Full (WA4),,,89 EAST    2 STREET,11218,,,,40.649556556936126,"{'type': 'Point', 'coordinates': [-73.97951282149259, 40.649556556936126]}",,,,,,-73.97951282149259,ONLINE,BROOKLYN,Unspecified,2020-03-18T15:31:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,Closed,EAST    2 STREET,,,45855665,989935,175928
3239,ADDRESS,DEP,Department of Environmental Protection,3052810026,BROOKLYN,,,BROOKLYN,2020-03-18T15:31:00.000,07 BROOKLYN,Water System,2020-03-18T15:31:00.000,GREENWOOD AVE,FT HAMILTON PKWY,Hydrant Running Full (WA4),,,89 EAST    2 STREET,11218,,,,40.649556556936126,"{'type': 'Point', 'coordinates': [-73.97951282149259, 40.649556556936126]}",,,,,,-73.97951282149259,PHONE,BROOKLYN,Unspecified,2020-03-18T15:31:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,Closed,EAST    2 STREET,,,45852613,989935,175928
3240,,DCA,Department of Consumer Affairs,4056140036,QUEENS,,,FLUSHING,2020-03-23T07:09:48.000,11 QUEENS,Consumer Complaint,2020-03-18T15:31:09.000,195 STREET,196 STREET,Retail Store,,,195-04 47 AVENUE,11358,195 STREET,196 STREET,47 AVENUE,40.75254609193875,"{'type': 'Point', 'coordinates': [-73.78588186382235, 40.75254609193875]}",,,,,,-73.78588186382235,PHONE,QUEENS,Unspecified,2020-03-23T11:09:52.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,47 AVENUE,,,45854761,1043574,213522
3241,,NYPD,New York City Police Department,,QUEENS,,,,2020-03-19T02:30:02.000,05 QUEENS,Noise - Street/Sidewalk,2020-03-18T15:31:35.000,58 AVENUE,75 STREET,Loud Talking,,,58 AVENUE,11373,58 AVENUE,75 STREET,,40.726158038136774,"{'type': 'Point', 'coordinates': [-73.88614648969293, 40.726158038136774]}",,,,Street/Sidewalk,,-73.88614648969293,PHONE,QUEENS,Unspecified,2020-03-19T06:30:07.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,58 AVENUE,,,45851082,1015807,203856
3242,,DCA,Department of Consumer Affairs,3086700048,BROOKLYN,,,BROOKLYN,2020-03-23T07:09:38.000,13 BROOKLYN,Consumer Complaint,2020-03-18T15:31:42.000,BRIGHTON    1 STREET,BRIGHTON    1 ROAD,Retail Store,,,217 BRIGHTON BEACH AVENUE,11235,BRIGHTON    1 STREET,BRIGHTON    1 ROAD,BRIGHTON BEACH AVENUE,40.576500859354574,"{'type': 'Point', 'coordinates': [-73.96665160381649, 40.576500859354574]}",,,,,,-73.96665160381649,PHONE,BROOKLYN,Unspecified,2020-03-23T11:09:41.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,BRIGHTON BEACH AVENUE,,,45852071,993514,149313
3243,ADDRESS,HPD,Department of Housing Preservation and Development,4096170013,QUEENS,,,Richmond Hill,2020-03-23T11:19:16.000,09 QUEENS,HEAT/HOT WATER,2020-03-18T15:31:55.000,,,ENTIRE BUILDING,,,136-14 HILLSIDE AVENUE,11418,,,,40.70395336866916,"{'type': 'Point', 'coordinates': [-73.818133742078, 40.70395336866916]}",,,,RESIDENTIAL BUILDING,,-73.818133742078,PHONE,QUEENS,Unspecified,2020-03-23T11:19:16.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,HILLSIDE AVENUE,,,45853016,1034675,195798
3244,ADDRESS,HPD,Department of Housing Preservation and Development,3012420031,BROOKLYN,,,BROOKLYN,2020-03-20T07:40:51.000,08 BROOKLYN,HEAT/HOT WATER,2020-03-18T15:31:57.000,,,APARTMENT ONLY,,,964 PARK PLACE,11213,,,,40.673169870219,"{'type': 'Point', 'coordinates': [-73.94567262847792, 40.673169870219]}",,,,RESIDENTIAL BUILDING,,-73.94567262847792,PHONE,BROOKLYN,Unspecified,2020-03-20T07:40:51.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,PARK PLACE,,,45853691,999320,184535
3245,ADDRESS,HPD,Department of Housing Preservation and Development,2031730013,BRONX,,,BRONX,2020-03-19T08:10:50.000,05 BRONX,HEAT/HOT WATER,2020-03-18T15:32:03.000,,,ENTIRE BUILDING,,,2420 MORRIS AVENUE,10468,,,,40.860978589282496,"{'type': 'Point', 'coordinates': [-73.90026435184974, 40.860978589282496]}",,,,RESIDENTIAL BUILDING,,-73.90026435184974,PHONE,BRONX,Unspecified,2020-03-19T08:10:50.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,MORRIS AVENUE,,,45855137,1011838,252971
3246,,DPR,Department of Parks and Recreation,3024720075,BROOKLYN,,,BROOKLYN,2020-03-18T16:51:14.000,01 BROOKLYN,Animal in a Park,2020-03-18T15:32:07.000,DUPONT STREET,FRANKLIN STREET,Dog Off Leash,,,5 COMMERCIAL STREET,11222,DUPONT STREET,FRANKLIN STREET,COMMERCIAL STREET,40.735621785012405,"{'type': 'Point', 'coordinates': [-73.95969800191561, 40.735621785012405]}",,,,Park,,-73.95969800191561,ONLINE,BROOKLYN,Newtown Barge Playground,2020-03-18T20:51:21.000,The Department of Parks and Recreation has completed the requested work order and corrected the prob,,Closed,COMMERCIAL STREET,,,45856268,995419,207286
3247,,DOT,Department of Transportation,,Unspecified,,,,2020-03-23T06:01:42.000,0 Unspecified,Broken Parking Meter,2020-03-18T15:32:12.000,,,No Receipt,,,,,,,,,,,,,Street,,,PHONE,Unspecified,Unspecified,2020-03-23T10:01:44.000,The Department of Transportation inspected the condition you reported. You can find additional infor,,Closed,,,,45852268,,
3248,,DCA,Department of Consumer Affairs,3058217501,BROOKLYN,,,BROOKLYN,,10 BROOKLYN,Consumer Complaint,2020-03-18T15:32:28.000,64 STREET,65 STREET,Retail Store,,,6402 8 AVENUE,11220,64 STREET,65 STREET,8 AVENUE,40.633141191186084,"{'type': 'Point', 'coordinates': [-74.01201907047607, 40.633141191186084]}",,,,,,-74.01201907047607,PHONE,BROOKLYN,Unspecified,2020-03-24T14:35:53.000,The Department of Consumer Affairs has already mailed you a complaint form. In order for DCA to be a,,In Progress,8 AVENUE,,,45850100,980914,169947
3249,ADDRESS,DOT,Department of Transportation,2036820001,BRONX,,,BRONX,2020-03-19T08:20:00.000,09 BRONX,Street Condition,2020-03-18T15:32:29.000,OLMSTEAD AVENUE,PUGSLEY AVENUE,Pothole,,,2000 BRUCKNER BOULEVARD,10473,,,,40.82609828917668,"{'type': 'Point', 'coordinates': [-73.85566359603754, 40.82609828917668]}",,,,,,-73.85566359603754,UNKNOWN,BRONX,Unspecified,2020-03-19T08:20:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,BRUCKNER BOULEVARD,,,45859123,1024196,240280
