,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
2698,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,,2020-03-23T16:45:00.000,Unspecified MANHATTAN,Traffic Signal Condition,2020-03-23T15:53:00.000,,,Controller,,N/A,,,1 AVE,35 ST E,,,,,,,,,,UNKNOWN,MANHATTAN,Unspecified,2020-03-23T16:45:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45882421,,
2699,ADDRESS,DEP,Department of Environmental Protection,4108870060,QUEENS,,,Saint Albans,,12 QUEENS,Lead,2020-03-23T15:53:00.000,HOLLIS AVE,109 AVE,Lead Kit Request (Residential) (L10),,N/A,104-36 194 STREET,11412,,,,40.70678885280652,"{'type': 'Point', 'coordinates': [-73.76379633155517, 40.70678885280652]}",,,,,,-73.76379633155517,ONLINE,QUEENS,Unspecified,,,,Open,194 STREET,,,45879890,1049738,196867
2700,ADDRESS,HPD,Department of Housing Preservation and Development,3049050001,BROOKLYN,,,BROOKLYN,,17 BROOKLYN,APPLIANCE,2020-03-23T15:53:13.000,,,ELECTRIC/GAS RANGE,,,3400 SNYDER AVENUE,11203,,,,40.64916113620837,"{'type': 'Point', 'coordinates': [-73.94536784472479, 40.64916113620837]}",,,,RESIDENTIAL BUILDING,,-73.94536784472479,PHONE,BROOKLYN,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,SNYDER AVENUE,,,45879899,999410,175788
2701,ADDRESS,HPD,Department of Housing Preservation and Development,2028440095,BRONX,,,BRONX,,04 BRONX,UNSANITARY CONDITION,2020-03-23T15:53:26.000,,,GARBAGE/RECYCLING STORAGE,,,1475 WYTHE PLACE,10452,,,,40.84079136840153,"{'type': 'Point', 'coordinates': [-73.9140100749652, 40.84079136840153]}",,,,RESIDENTIAL BUILDING,,-73.9140100749652,PHONE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WYTHE PLACE,,,45880972,1008043,245612
2702,ADDRESS,HPD,Department of Housing Preservation and Development,3076170025,BROOKLYN,,,BROOKLYN,,18 BROOKLYN,UNSANITARY CONDITION,2020-03-23T15:53:39.000,,,GARBAGE/RECYCLING STORAGE,,,1145 EAST   35 STREET,11210,,,,40.626152640566346,"{'type': 'Point', 'coordinates': [-73.94192110969969, 40.626152640566346]}",,,,RESIDENTIAL BUILDING,,-73.94192110969969,PHONE,BROOKLYN,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST   35 STREET,,,45880991,1000372,167406
2703,,NYPD,New York City Police Department,3032970001,BROOKLYN,,,BROOKLYN,2020-03-23T16:39:35.000,04 BROOKLYN,Noise - Residential,2020-03-23T15:53:42.000,CENTRAL AVENUE,WILSON AVENUE,Loud Talking,,,1280 GREENE AVENUE,11221,CENTRAL AVENUE,WILSON AVENUE,GREENE AVENUE,40.69711155695011,"{'type': 'Point', 'coordinates': [-73.92043067929349, 40.69711155695011]}",,,,Residential Building/House,,-73.92043067929349,MOBILE,BROOKLYN,Unspecified,2020-03-23T20:39:36.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,GREENE AVENUE,,,45884271,1006314,193263
2704,ADDRESS,DOB,Department of Buildings,4032910016,QUEENS,,,Forest Hills,2020-03-24T00:00:00.000,06 QUEENS,General Construction/Plumbing,2020-03-23T15:54:01.000,,,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,N/A,74-40 AUSTIN STREET,11375,,,,40.717307266499745,"{'type': 'Point', 'coordinates': [-73.83880014613757, 40.717307266499745]}",,,,,,-73.83880014613757,UNKNOWN,QUEENS,Unspecified,2020-03-24T00:00:00.000,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,AUSTIN STREET,,,45882397,1028936,200652
2705,,NYPD,New York City Police Department,3076150041,BROOKLYN,,,BROOKLYN,2020-03-23T17:03:55.000,18 BROOKLYN,Blocked Driveway,2020-03-23T15:54:24.000,NEW YORK AVENUE,EAST   34 STREET,No Access,,,3302 AVENUE J,11210,NEW YORK AVENUE,EAST   34 STREET,AVENUE J,40.62709781437027,"{'type': 'Point', 'coordinates': [-73.94386564443047, 40.62709781437027]}",,,,,,-73.94386564443047,PHONE,BROOKLYN,Unspecified,2020-03-23T21:04:00.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,AVENUE J,,,45879713,999832,167750
2706,,DOT,Department of Transportation,2048320080,BRONX,,,BRONX,,12 BRONX,Sidewalk Condition,2020-03-23T15:54:39.000,CARPENTER AVENUE,LOWERRE PLACE,Sidewalk Violation,,,638 EAST  230 STREET,10466,CARPENTER AVENUE,LOWERRE PLACE,EAST  230 STREET,40.89201299871358,"{'type': 'Point', 'coordinates': [-73.8606672858357, 40.89201299871358]}",,,,Sidewalk,,-73.8606672858357,PHONE,BRONX,Unspecified,,,,In Progress,EAST  230 STREET,,,45883312,1022773,264293
2707,,NYPD,New York City Police Department,2038670023,BRONX,,,BRONX,2020-03-23T19:03:58.000,09 BRONX,Noise - Residential,2020-03-23T15:55:37.000,EAST  172 STREET,EAST  174 STREET,Banging/Pounding,,,1340 STRATFORD AVENUE,10472,EAST  172 STREET,EAST  174 STREET,STRATFORD AVENUE,40.83252565879467,"{'type': 'Point', 'coordinates': [-73.87626546717489, 40.83252565879467]}",,,,Residential Building/House,,-73.87626546717489,ONLINE,BRONX,Unspecified,2020-03-23T23:04:01.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,STRATFORD AVENUE,,,45881669,1018491,242613
2708,,DCA,Department of Consumer Affairs,1011960002,MANHATTAN,,,NEW YORK,2020-03-25T10:06:40.000,07 MANHATTAN,Consumer Complaint,2020-03-23T15:55:47.000,WEST   82 STREET,WEST   83 STREET,Retail Store,,,463 COLUMBUS AVENUE,10024,WEST   82 STREET,WEST   83 STREET,COLUMBUS AVENUE,40.784048658647215,"{'type': 'Point', 'coordinates': [-73.97393938037715, 40.784048658647215]}",,,,,,-73.97393938037715,PHONE,MANHATTAN,Unspecified,2020-03-25T14:06:44.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,COLUMBUS AVENUE,,,45882673,991467,224928
2709,ADDRESS,HPD,Department of Housing Preservation and Development,1014500042,MANHATTAN,,,NEW YORK,,08 MANHATTAN,UNSANITARY CONDITION,2020-03-23T15:55:58.000,,,MOLD,,,342 EAST   76 STREET,10021,,,,40.77093137329378,"{'type': 'Point', 'coordinates': [-73.95541648716159, 40.77093137329378]}",,,,RESIDENTIAL BUILDING,,-73.95541648716159,ONLINE,MANHATTAN,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST   76 STREET,,,45885024,996599,220151
2710,,NYPD,New York City Police Department,3037690001,BROOKLYN,,,BROOKLYN,2020-03-23T21:26:30.000,05 BROOKLYN,Noise - Residential,2020-03-23T15:56:12.000,ALABAMA AVENUE,GEORGIA AVENUE,Banging/Pounding,,,580 SUTTER AVENUE,11207,ALABAMA AVENUE,GEORGIA AVENUE,SUTTER AVENUE,40.66902264271497,"{'type': 'Point', 'coordinates': [-73.89753058437408, 40.66902264271497]}",,,,Residential Building/House,,-73.89753058437408,ONLINE,BROOKLYN,Unspecified,2020-03-24T01:26:30.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,SUTTER AVENUE,,,45880315,1012676,183036
2711,,NYPD,New York City Police Department,4030080009,QUEENS,,,MIDDLE VILLAGE,2020-03-23T18:18:11.000,05 QUEENS,Non-Emergency Police Matter,2020-03-23T15:56:16.000,DRY HARBOR ROAD,82 PLACE,Other (complaint details),,,82-16 PENELOPE AVENUE,11379,DRY HARBOR ROAD,82 PLACE,PENELOPE AVENUE,40.72028945039306,"{'type': 'Point', 'coordinates': [-73.87276166945013, 40.72028945039306]}",,,,,,-73.87276166945013,PHONE,QUEENS,Unspecified,2020-03-23T22:18:18.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,PENELOPE AVENUE,,,45884054,1019520,201723
2712,,NYPD,New York City Police Department,4005770023,QUEENS,,,ASTORIA,2020-03-24T04:15:19.000,01 QUEENS,Noise - Residential,2020-03-23T15:56:27.000,CRESCENT STREET,29 STREET,Loud Music/Party,,,25-20 30 ROAD,11102,CRESCENT STREET,29 STREET,30 ROAD,40.76764102381678,"{'type': 'Point', 'coordinates': [-73.92486267044741, 40.76764102381678]}",,,,Residential Building/House,,-73.92486267044741,ONLINE,QUEENS,Unspecified,2020-03-24T08:15:20.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,30 ROAD,,,45881164,1005063,218958
2713,,DPR,Department of Parks and Recreation,3005657501,BROOKLYN,,,BROOKLYN,,06 BROOKLYN,New Tree Request,2020-03-23T15:56:59.000,SULLIVAN STREET,WOLCOTT STREET,For One Address,,,362 VAN BRUNT STREET,11231,SULLIVAN STREET,WOLCOTT STREET,VAN BRUNT STREET,40.677573640733705,"{'type': 'Point', 'coordinates': [-74.01265438979901, 40.677573640733705]}",,,,Street,,-74.01265438979901,UNKNOWN,BROOKLYN,Unspecified,,,,In Progress,VAN BRUNT STREET,,,45880597,980740,186135
2714,ADDRESS,DOB,Department of Buildings,3003560048,BROOKLYN,,,BROOKLYN,2020-03-24T00:00:00.000,06 BROOKLYN,General Construction/Plumbing,2020-03-23T15:57:00.000,,,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,N/A,77 1 PLACE,11231,,,,40.680659446101195,"{'type': 'Point', 'coordinates': [-73.99808552937617, 40.680659446101195]}",,,,,,-73.99808552937617,UNKNOWN,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,,Assigned,1 PLACE,,,45882377,984781,187259
2715,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Woodside,2020-03-23T18:10:00.000,02 QUEENS,Traffic Signal Condition,2020-03-23T15:57:00.000,,,Veh Signal Lamp,,N/A,,11377,43 AVENUE,51 STREET,,40.74436324535859,"{'type': 'Point', 'coordinates': [-73.91370508145087, 40.74436324535859]}",,,,,,-73.91370508145087,UNKNOWN,QUEENS,Unspecified,2020-03-23T18:10:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45880117,1008162,210480
2716,,NYPD,New York City Police Department,2039447501,BRONX,,,BRONX,2020-03-24T03:42:56.000,09 BRONX,Noise - Residential,2020-03-23T15:57:03.000,DOGWOOD DRIVE,ELM DRIVE,Banging/Pounding,,,2090 EAST TREMONT AVENUE,10462,DOGWOOD DRIVE,ELM DRIVE,EAST TREMONT AVENUE,40.84195981610547,"{'type': 'Point', 'coordinates': [-73.85772539024822, 40.84195981610547]}",,,,,,-73.85772539024822,PHONE,BRONX,Unspecified,2020-03-24T07:43:02.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,EAST TREMONT AVENUE,,,45880486,1023616,246058
2717,,NYPD,New York City Police Department,2046920151,BRONX,,,BRONX,2020-03-24T09:52:11.000,12 BRONX,Noise - Residential,2020-03-23T15:57:53.000,BRONXWOOD AVENUE,PAULDING AVENUE,Loud Music/Party,,,922 EAST  222 STREET,10469,BRONXWOOD AVENUE,PAULDING AVENUE,EAST  222 STREET,40.88359639091874,"{'type': 'Point', 'coordinates': [-73.85507948026886, 40.88359639091874]}",,,,Residential Building/House,,-73.85507948026886,MOBILE,BRONX,Unspecified,2020-03-24T13:52:16.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  222 STREET,,,45879749,1024323,261229
2718,,NYPD,New York City Police Department,4004700100,QUEENS,,,LONG ISLAND CITY,2020-03-23T16:15:08.000,01 QUEENS,Noise - Residential,2020-03-23T15:57:55.000,40 AVENUE,41 AVENUE,Banging/Pounding,,,40-15 10 STREET,11101,40 AVENUE,41 AVENUE,10 STREET,40.75671710438562,"{'type': 'Point', 'coordinates': [-73.94451080228635, 40.75671710438562]}",,,,Residential Building/House,,-73.94451080228635,MOBILE,QUEENS,Unspecified,2020-03-23T20:15:11.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,10 STREET,,,45882889,999623,214974
2719,ADDRESS,DEP,Department of Environmental Protection,3054230042,BROOKLYN,,,BROOKLYN,2020-03-24T10:00:00.000,14 BROOKLYN,Noise,2020-03-23T15:58:00.000,SETON PL,NEWKIRK AVE,Noise: Alarms (NR3),,N/A,200 LAWRENCE AVENUE,11230,,,,40.631022372665534,"{'type': 'Point', 'coordinates': [-73.97281023795009, 40.631022372665534]}",,,,,,-73.97281023795009,ONLINE,BROOKLYN,Unspecified,2020-03-24T10:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,LAWRENCE AVENUE,,,45882213,991797,169176
2720,ADDRESS,DEP,Department of Environmental Protection,3054420023,BROOKLYN,,,BROOKLYN,,12 BROOKLYN,Lead,2020-03-23T15:58:00.000,15 AVE,16 AVE,Lead Kit Request (Residential) (L10),,N/A,1542 47 STREET,11219,,,,40.63288290299501,"{'type': 'Point', 'coordinates': [-73.98556348049533, 40.63288290299501]}",,,,,,-73.98556348049533,ONLINE,BROOKLYN,Unspecified,,,,Open,47 STREET,,,45881447,988257,169853
2721,,NYPD,New York City Police Department,2042700013,BRONX,,,BRONX,2020-03-24T15:50:10.000,11 BRONX,Animal-Abuse,2020-03-23T15:58:11.000,RHINELANDER AVENUE,NEILL AVENUE,Tortured,,,1953 LURTING AVENUE,10461,RHINELANDER AVENUE,NEILL AVENUE,LURTING AVENUE,40.85214900716107,"{'type': 'Point', 'coordinates': [-73.85618180401156, 40.85214900716107]}",,,,Residential Building/House,,-73.85618180401156,ONLINE,BRONX,Unspecified,2020-03-24T19:50:12.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,LURTING AVENUE,,,45883375,1024037,249771
2722,ADDRESS,HPD,Department of Housing Preservation and Development,2035150060,BRONX,,,BRONX,,09 BRONX,HEAT/HOT WATER,2020-03-23T15:59:01.000,,,APARTMENT ONLY,,,401 BRONX RIVER AVENUE,10473,,,,40.81476626134988,"{'type': 'Point', 'coordinates': [-73.86788456578616, 40.81476626134988]}",,,,RESIDENTIAL BUILDING,,-73.86788456578616,ONLINE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BRONX RIVER AVENUE,,,45880761,1020820,236146
2723,ADDRESS,HPD,Department of Housing Preservation and Development,2030800087,BRONX,,,BRONX,,06 BRONX,HEAT/HOT WATER,2020-03-23T15:59:03.000,,,ENTIRE BUILDING,,,670 EAST  180 STREET,10457,,,,40.84844193667698,"{'type': 'Point', 'coordinates': [-73.88948301497969, 40.84844193667698]}",,,,RESIDENTIAL BUILDING,,-73.88948301497969,PHONE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST  180 STREET,,,45884277,1014826,248407
2724,ADDRESS,HPD,Department of Housing Preservation and Development,4010870072,QUEENS,,,East Elmhurst,,03 QUEENS,HEAT/HOT WATER,2020-03-23T15:59:04.000,,,APARTMENT ONLY,,,23-19 93 STREET,11369,,,,40.76741880829321,"{'type': 'Point', 'coordinates': [-73.87708678953636, 40.76741880829321]}",,,,RESIDENTIAL BUILDING,,-73.87708678953636,PHONE,QUEENS,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,93 STREET,,,45879988,1018297,218892
2725,ADDRESS,HPD,Department of Housing Preservation and Development,2028760167,BRONX,,,BRONX,,05 BRONX,HEAT/HOT WATER,2020-03-23T15:59:30.000,,,APARTMENT ONLY,,,1690 NELSON AVENUE,10453,,,,40.84808910732427,"{'type': 'Point', 'coordinates': [-73.91715969878656, 40.84808910732427]}",,,,RESIDENTIAL BUILDING,,-73.91715969878656,MOBILE,BRONX,Unspecified,2020-03-23T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Open,NELSON AVENUE,,,45880017,1007169,248270
2726,,DOHMH,Department of Health and Mental Hygiene,3034410032,BROOKLYN,,,BROOKLYN,,04 BROOKLYN,Indoor Sewage,2020-03-23T16:00:17.000,COOPER STREET,MOFFAT STREET,Sewage Leak,,,636 WILSON AVENUE,11207,COOPER STREET,MOFFAT STREET,WILSON AVENUE,40.68912662330805,"{'type': 'Point', 'coordinates': [-73.90539653626671, 40.68912662330805]}",,,,3+ Family Apt. Building,,-73.90539653626671,PHONE,BROOKLYN,Unspecified,,,,In Progress,WILSON AVENUE,,,45880595,1010486,190358
2727,,NYPD,New York City Police Department,4116030033,QUEENS,,,SOUTH OZONE PARK,2020-03-23T18:31:49.000,10 QUEENS,Blocked Driveway,2020-03-23T16:01:56.000,109 AVENUE,111 AVENUE,No Access,,,109-52 123 STREET,11420,109 AVENUE,111 AVENUE,123 STREET,40.68292902145504,"{'type': 'Point', 'coordinates': [-73.81853000124974, 40.68292902145504]}",,,,Street/Sidewalk,,-73.81853000124974,PHONE,QUEENS,Unspecified,2020-03-23T22:31:54.000,The Police Department issued a summons in response to the complaint.,,Closed,123 STREET,,,45881139,1034581,188138
2728,,NYPD,New York City Police Department,3063150034,BROOKLYN,,,BROOKLYN,2020-03-23T16:04:05.000,11 BROOKLYN,Illegal Parking,2020-03-23T16:01:57.000,82 STREET,83 STREET,Blocked Hydrant,,,8210 19 AVENUE,11214,82 STREET,83 STREET,19 AVENUE,40.608002260364394,"{'type': 'Point', 'coordinates': [-73.99831810781541, 40.608002260364394]}",,,,Street/Sidewalk,,-73.99831810781541,MOBILE,BROOKLYN,Unspecified,2020-03-23T20:04:07.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,19 AVENUE,,,45883563,984717,160788
2729,,NYPD,New York City Police Department,4045310447,QUEENS,,,WHITESTONE,2020-03-23T16:42:12.000,07 QUEENS,Illegal Parking,2020-03-23T16:02:01.000,152 STREET,154 STREET,Posted Parking Sign Violation,,,153-01 TENTH AVENUE,11357,152 STREET,154 STREET,10 AVENUE,40.793489616379766,"{'type': 'Point', 'coordinates': [-73.80941289806772, 40.793489616379766]}",,,,Street/Sidewalk,,-73.80941289806772,MOBILE,QUEENS,Unspecified,2020-03-23T20:42:16.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,TENTH AVENUE,,,45884917,1037022,228424
2730,,NYPD,New York City Police Department,4117090054,QUEENS,,,SOUTH OZONE PARK,2020-03-24T03:20:37.000,10 QUEENS,Blocked Driveway,2020-03-23T16:02:03.000,115 AVENUE,SUTTER AVENUE,No Access,,,115-42 117 STREET,11420,115 AVENUE,SUTTER AVENUE,117 STREET,40.676134240734505,"{'type': 'Point', 'coordinates': [-73.82110816008439, 40.676134240734505]}",,,,Street/Sidewalk,,-73.82110816008439,PHONE,QUEENS,Unspecified,2020-03-24T07:20:41.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,117 STREET,,,45884750,1033871,185661
2731,ADDRESS,HPD,Department of Housing Preservation and Development,3013110044,BROOKLYN,,,BROOKLYN,,09 BROOKLYN,DOOR/WINDOW,2020-03-23T16:02:08.000,,,WINDOW FRAME,,,587 EMPIRE BOULEVARD,11225,,,,40.664075081812456,"{'type': 'Point', 'coordinates': [-73.9429045627731, 40.664075081812456]}",,,,RESIDENTIAL BUILDING,,-73.9429045627731,PHONE,BROOKLYN,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EMPIRE BOULEVARD,,,45883444,1000090,181222
2732,ADDRESS,HPD,Department of Housing Preservation and Development,3013110044,BROOKLYN,,,BROOKLYN,,09 BROOKLYN,DOOR/WINDOW,2020-03-23T16:02:08.000,,,DOOR,,,587 EMPIRE BOULEVARD,11225,,,,40.664075081812456,"{'type': 'Point', 'coordinates': [-73.9429045627731, 40.664075081812456]}",,,,RESIDENTIAL BUILDING,,-73.9429045627731,PHONE,BROOKLYN,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EMPIRE BOULEVARD,,,45883441,1000090,181222
2733,ADDRESS,HPD,Department of Housing Preservation and Development,3013110044,BROOKLYN,,,BROOKLYN,,09 BROOKLYN,APPLIANCE,2020-03-23T16:02:08.000,,,ELECTRIC/GAS RANGE,,,587 EMPIRE BOULEVARD,11225,,,,40.664075081812456,"{'type': 'Point', 'coordinates': [-73.9429045627731, 40.664075081812456]}",,,,RESIDENTIAL BUILDING,,-73.9429045627731,PHONE,BROOKLYN,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EMPIRE BOULEVARD,,,45880613,1000090,181222
2734,ADDRESS,HPD,Department of Housing Preservation and Development,3013110044,BROOKLYN,,,BROOKLYN,,09 BROOKLYN,FLOORING/STAIRS,2020-03-23T16:02:08.000,,,FLOOR,,,587 EMPIRE BOULEVARD,11225,,,,40.664075081812456,"{'type': 'Point', 'coordinates': [-73.9429045627731, 40.664075081812456]}",,,,RESIDENTIAL BUILDING,,-73.9429045627731,PHONE,BROOKLYN,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EMPIRE BOULEVARD,,,45880650,1000090,181222
2735,ADDRESS,HPD,Department of Housing Preservation and Development,1010190001,MANHATTAN,,,NEW YORK,2020-03-24T19:23:14.000,05 MANHATTAN,HEAT/HOT WATER,2020-03-23T16:02:10.000,,,APARTMENT ONLY,,,271 WEST   47 STREET,10036,,,,40.76004808628082,"{'type': 'Point', 'coordinates': [-73.98660800066811, 40.76004808628082]}",,,,RESIDENTIAL BUILDING,,-73.98660800066811,ONLINE,MANHATTAN,Unspecified,2020-03-24T19:23:14.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,WEST   47 STREET,,,45884177,987960,216183
2736,ADDRESS,HPD,Department of Housing Preservation and Development,2039750022,BRONX,,,BRONX,2020-03-24T18:27:20.000,10 BRONX,HEAT/HOT WATER,2020-03-23T16:02:11.000,,,ENTIRE BUILDING,,,2426 FRISBY AVENUE,10461,,,,40.838524653582205,"{'type': 'Point', 'coordinates': [-73.84792443176542, 40.838524653582205]}",,,,RESIDENTIAL BUILDING,,-73.84792443176542,PHONE,BRONX,Unspecified,2020-03-24T18:27:20.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,FRISBY AVENUE,,,45880859,1026330,244811
2737,,NYPD,New York City Police Department,2039910014,BRONX,,,BRONX,2020-03-23T17:53:10.000,10 BRONX,Blocked Driveway,2020-03-23T16:03:00.000,PARKER STREET,ZEREGA AVENUE,No Access,,,2354 MACLAY AVENUE,10462,PARKER STREET,ZEREGA AVENUE,MACLAY AVENUE,40.83955015033507,"{'type': 'Point', 'coordinates': [-73.85134818072878, 40.83955015033507]}",,,,Street/Sidewalk,,-73.85134818072878,PHONE,BRONX,Unspecified,2020-03-23T21:53:13.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,MACLAY AVENUE,,,45882493,1025382,245183
2738,,DOT,Department of Transportation,3047250003,BROOKLYN,,,BROOKLYN,,17 BROOKLYN,Curb Condition,2020-03-23T16:03:36.000,EAST   53 STREET,EAST   54 STREET,Defacement,,,5306 SNYDER AVENUE,11203,EAST   53 STREET,EAST   54 STREET,SNYDER AVENUE,40.65029009723429,"{'type': 'Point', 'coordinates': [-73.92710663855006, 40.65029009723429]}",,,,Curb,,-73.92710663855006,MOBILE,BROOKLYN,Unspecified,,,,In Progress,SNYDER AVENUE,,,45882580,1004477,176203
2739,,DCA,Department of Consumer Affairs,4157800075,QUEENS,,,FAR ROCKAWAY,2020-03-25T13:06:08.000,14 QUEENS,Consumer Complaint,2020-03-23T16:04:20.000,SEAGIRT BOULEVARD,PLAINVIEW AVENUE,Retail Store,,,245 BEACH   20 STREET,11691,SEAGIRT BOULEVARD,PLAINVIEW AVENUE,BEACH   20 STREET,40.59619188881093,"{'type': 'Point', 'coordinates': [-73.75413036741813, 40.59619188881093]}",,,,,,-73.75413036741813,PHONE,QUEENS,Unspecified,2020-03-25T17:06:11.000,Your complaint was referred to the Department of Consumer Affairs. There was insufficient informatio,,Closed,BEACH   20 STREET,,,45880577,1052531,156581
2740,,DOHMH,Department of Health and Mental Hygiene,1014680021,MANHATTAN,,,NEW YORK,,08 MANHATTAN,Food Establishment,2020-03-23T16:04:27.000,EAST   73 STREET,EAST   74 STREET,Food Contaminated,,,1385 YORK AVENUE,10021,EAST   73 STREET,EAST   74 STREET,YORK AVENUE,40.767930401380234,"{'type': 'Point', 'coordinates': [-73.9529744373984, 40.767930401380234]}",,,,Restaurant/Bar/Deli/Bakery,,-73.9529744373984,PHONE,MANHATTAN,Unspecified,,,,In Progress,YORK AVENUE,,,45881275,997276,219058
2741,,NYPD,New York City Police Department,4017720003,QUEENS,,,CORONA,2020-03-24T06:31:57.000,03 QUEENS,Blocked Driveway,2020-03-23T16:04:55.000,104 STREET,107 STREET,Partial Access,,,104-18 37 ROAD,11368,104 STREET,107 STREET,37 ROAD,40.75284190891785,"{'type': 'Point', 'coordinates': [-73.86289297788318, 40.75284190891785]}",,,,Street/Sidewalk,,-73.86289297788318,MOBILE,QUEENS,Unspecified,2020-03-24T10:32:04.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,37 ROAD,,,45884033,1022237,213587
2742,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,Jackson Heights,2020-03-23T17:35:00.000,03 QUEENS,Traffic Signal Condition,2020-03-23T16:05:00.000,,,Controller,,N/A,,11372,ROOSEVELT AVENUE,83 STREET,,40.74773414773396,"{'type': 'Point', 'coordinates': [-73.8829986241182, 40.74773414773396]}",,,,,,-73.8829986241182,UNKNOWN,QUEENS,Unspecified,2020-03-23T17:35:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45881756,1016669,211718
